lexeme_id,lemma,category,senses,forms
L541366,ഊർണനാഭി,noun,0,14
L517705,ഊർണവസ്ത്രം,noun,0,14
L565144,ഊർണായു,noun,0,8
L549792,ഊർണാവ്,noun,0,14
L554952,ഊർണ്ണ,noun,0,14
L541367,ഊർണ്ണനാഭി,noun,0,14
L565145,ഊർണ്ണായു,noun,0,8
L463329,ഊർത്തുക,verb,0,4
L518315,ഊർത്തുരം,noun,0,14
L511682,ഊർത്തെണ്ടം,noun,0,14
L522268,ഊർദരം,noun,0,14
L519346,ഊർദ്ധ്വം,noun,0,14
L534396,ഊർദ്ധ്വഗതി,noun,0,14
L542626,ഊർദ്ധ്വബലി,noun,0,14
L526438,ഊർദ്ധ്വഭൂമി,noun,0,14
L550417,ഊർദ്ധ്വരേതസ്സ്,noun,0,14
L513427,ഊർധ്വകം,noun,0,14
L511612,ഊർധ്വകായം,noun,0,14
L512529,ഊർധ്വകോണം,noun,0,14
L527068,ഊർധ്വകർമാവ്,noun,0,16
L517909,ഊർധ്വഗം,noun,0,14
L547862,ഊർധ്വഗണപത്,noun,0,14
L534395,ഊർധ്വഗതി,noun,0,14
L511201,ഊർധ്വഗമനം,noun,0,14
L526681,ഊർധ്വഗാമി,noun,0,14
L515896,ഊർധ്വചരണം,noun,0,14
L512276,ഊർധ്വച്ഛിദ്രം,noun,0,14
L565214,ഊർധ്വജാനു,noun,0,8
L517196,ഊർധ്വതാണ്ഡവം,noun,0,14
L511488,ഊർധ്വതിലകം,noun,0,14
L531230,ഊർധ്വദൃഷ്ടി,noun,0,14
L535794,ഊർധ്വധൗതി,noun,0,14
L514325,ഊർധ്വപദ്മാസനം,noun,0,14
L508083,ഊർധ്വപുണ്ഡ്രം,noun,0,14
L541308,ഊർധ്വപുഷ്പി,noun,0,14
L538623,ഊർധ്വപ്രാപ്തി,noun,0,14
L542625,ഊർധ്വബലി,noun,0,14
L564264,ഊർധ്വബാഹു,noun,0,16
L546621,ഊർധ്വഭാക്ക്,noun,0,14
L520358,ഊർധ്വഭാഗം,noun,0,14
L526449,ഊർധ്വഭൂമി,noun,0,14
L522851,ഊർധ്വമാനം,noun,0,14
L514860,ഊർധ്വമുഖം,noun,0,14
L529908,ഊർധ്വമുഖി,noun,0,14
L561847,ഊർധ്വമുദ്ര,noun,0,14
L550416,ഊർധ്വരേതസ്സ്,noun,0,14
L527074,ഊർധ്വരോമാവ്,noun,0,16
L519524,ഊർധ്വലോകം,noun,0,14
L534250,ഊർധ്വവേണി,noun,0,14
L527006,ഊർധ്വവർത്മാവ്,noun,0,16
L527571,ഊർധ്വശായി,noun,0,15
L553692,ഊർധ്വശോധന,noun,0,14
L508671,ഊർധ്വശ്വാസം,noun,0,14
L565225,ഊർധ്വസാനു,noun,0,8
L550427,ഊർധ്വസ്രോതസ്സ്,noun,0,14
L514734,ഊർധ്വാംഗം,noun,0,14
L506126,ഊർപ്പം,noun,1,14
L555912,ഊർപ്പക,noun,0,14
L530902,ഊർപ്പട്ടി,noun,0,14
L509437,ഊർപ്പണം,noun,0,14
L539963,ഊർപ്പന്നി,noun,0,14
L544321,ഊർപ്പള്ളി,noun,1,14
L543535,ഊർപ്പഴശ്ശി,noun,0,14
L545561,ഊർപ്പഴി,noun,0,14
L519234,ഊർപ്പൊനം,noun,0,14
L526076,ഊർപ്പ്,noun,0,14
L534301,ഊർമാങ്കണ്ണി,noun,0,14
L564295,ഊർമാൻപുഴു,noun,0,16
L526533,ഊർമി,noun,0,14
L556544,ഊർമിക,noun,0,14
L558809,ഊർമിമാല,noun,0,14
L542796,ഊർമിമാലി,noun,0,14
L563663,ഊർമിള,noun,0,14
L526521,ഊർമ്മി,noun,0,14
L582180,ഊർമ്മിള,proper noun,0,8
L563314,ഊർവ,noun,0,14
L516024,ഊർവം,noun,0,14
L517816,ഊർവാരിയം,noun,0,14
L564006,ഊർവാരു,noun,0,16
L564085,ഊർവാലു,noun,0,16
L515101,ഊർവേലിച്ചാട്ടം,noun,0,14
L519979,ഊർവ്യംഗം,noun,0,14
L509278,ഊർവ്വം,noun,0,14
L564008,ഊർവ്വാരു,noun,0,16
L517635,ഊർശ്ലേം,noun,0,14
L582448,ഋ,letter,1,1
L453250,ഋ,noun,1,1
L512661,ഋകാരം,noun,0,14
L546298,ഋക്ക്,noun,0,14
L516155,ഋക്ഥം,noun,0,14
L512854,ഋക്ഷം,noun,0,14
L519036,ഋക്ഷകം,noun,0,14
L553561,ഋക്ഷഗന്ധ,noun,0,14
L556451,ഋക്ഷഗന്ധിക,noun,0,14
L506757,ഋക്ഷചക്രം,noun,0,14
L508951,ഋക്ഷജിഹ്വം,noun,0,14
L526582,ഋക്ഷനേമി,noun,0,14
L534541,ഋക്ഷപതി,noun,0,14
L508902,ഋക്ഷപർവതം,noun,0,14
L522346,ഋക്ഷമുഖയന്ത്രം,noun,0,14
L551824,ഋക്ഷര,noun,0,14
L513900,ഋക്ഷരം,noun,0,14
L530276,ഋക്ഷലുഞ്ഛി,noun,0,14
L539137,ഋക്ഷസന്ധി,noun,0,14
L556531,ഋക്ഷാംബിക,noun,0,14
L543628,ഋക്ഷി,noun,0,14
L557283,ഋക്ഷിക,noun,0,14
L519415,ഋക്ഷേശം,noun,0,14
L531271,ഋക്ഷേഷ്ടി,noun,0,14
L553355,ഋഗ്ഗാഥ,noun,0,14
L517999,ഋഗ്വിധാനം,noun,0,14
L1079842,ഋഗ്വേദം,proper noun,1,1
L538387,ഋഗ്വേദവൃത്തി,noun,0,14
L527221,ഋഗ്വേദി,noun,0,14
L553864,ഋച,noun,0,14
L517880,ഋചീകം,noun,0,14
L521582,ഋചീഷം,noun,0,14
L555849,ഋച്ഛക,noun,0,14
L516679,ഋജീകം,noun,0,14
L509142,ഋജീഷം,noun,0,14
L543573,ഋജീഷി,noun,0,14
L1126850,ഋജു,adjective,0,1
L517073,ഋജുകണ്ഡകം,noun,0,14
L565728,ഋജുക്രതു,noun,0,8
L516227,ഋജുഗം,noun,0,14
L534406,ഋജുഗതി,noun,0,14
L555591,ഋജുത,noun,0,14
L507665,ഋജുത്വം,noun,0,14
L539055,ഋജുബുദ്ധി,noun,0,14
L521199,ഋജുമഞ്ചം,noun,0,14
L527897,ഋജുരേഖ,noun,0,16
L541325,ഋജുലംബി,noun,0,14
L463163,ഋജൂകരിക്കുക,verb,0,4
L543304,ഋജ്വി,noun,0,14
L516708,ഋഞ്ജസാനം,noun,0,14
L505380,ഋണം,noun,0,14
L515316,ഋണക്ഷേപം,noun,0,14
L507022,ഋണചതുഷ്ടയം,noun,0,14
L510083,ഋണചിഹ്നം,noun,0,14
L522283,ഋണത്രയം,noun,0,14
L526756,ഋണദാതാവ്,noun,0,16
L521992,ഋണദാനം,noun,0,14
L510723,ഋണനിർമോചനം,noun,0,14
L513592,ഋണപത്രം,noun,0,14
L555232,ഋണബാധ്യത,noun,0,14
L546616,ഋണഭാക്ക്,noun,0,14
L511628,ഋണഭാരം,noun,0,14
L535902,ഋണമുക്തി,noun,0,14
L513064,ഋണമോചനം,noun,0,14
L543434,ഋണരാശി,noun,0,14
L510432,ഋണലേഖ്യം,noun,0,14
L1126851,ഋണവത്ത്,adjective,0,1
L516741,ഋണശോധനം,noun,0,14
L502038,ഋണസംഖ്യ,noun,1,16
L520896,ഋണാഗ്രം,noun,0,14
L518247,ഋണാദാനം,noun,0,14
L511587,ഋണാപകരണം,noun,0,14
L512427,ഋണാർണം,noun,0,14
L531385,ഋണി,noun,0,14
L552315,ഋണീയ,noun,0,14
L1126852,ഋത,adjective,0,1
L510873,ഋതം,noun,0,14
L551785,ഋതംഭര,noun,0,14
L527069,ഋതധാമാവ്,noun,0,16
L527276,ഋതവാദി,noun,0,14
L564547,ഋതവ്യ,noun,0,16
L526098,ഋതസ്തുപ്പ്,noun,0,14
L534346,ഋതി,noun,0,14
L552319,ഋതീയ,noun,0,14
L565714,ഋതു,noun,0,8
L504713,ഋതുകാലം,noun,0,14
L526621,ഋതുഗാമി,noun,0,14
L564499,ഋതുചര്യ,noun,0,16
L527076,ഋതുധാമാവ്,noun,0,16
L538443,ഋതുനിവൃത്തി,noun,0,14
L534624,ഋതുപതി,noun,0,14
L521261,ഋതുപാത്രം,noun,0,14
L565106,ഋതുപ്രഭു,noun,0,16
L1126853,ഋതുപ്രാപ്ത,adjective,0,1
L552038,ഋതുപർണ്ണവിദ്യ,noun,0,14
L515174,ഋതുഫലം,noun,0,14
L518271,ഋതുഭേദം,noun,0,14
L528582,ഋതുമതി,noun,0,14
L548077,ഋതുമത്ത്,noun,0,14
L506815,ഋതുലിംഗം,noun,0,14
L559177,ഋതുവേല,noun,0,14
L515713,ഋതുവ്രതം,noun,0,14
L538585,ഋതുശാന്തി,noun,0,14
L539143,ഋതുസന്ധി,noun,0,14
L539031,ഋതുസിദ്ധി,noun,0,14
L558613,ഋതുസ്ഥല,noun,0,14
L555410,ഋതുസ്നാത,noun,0,14
L510059,ഋതുസ്നാനം,noun,0,14
L546713,ഋത്വിക്ക്,noun,0,14
L1126854,ഋദ്ധ,adjective,0,1
L508760,ഋദ്ധം,noun,0,14
L528973,ഋദ്ധി,noun,0,14
L553457,ഋദ്വേദ,noun,0,14
L1126880,ഋഭു,adjective,0,1
L565328,ഋഭു,noun,0,8
L513259,ഋഭുക്ഷം,noun,0,14
L549942,ഋഭുക്ഷാവ്,noun,0,14
L543723,ഋഭുക്ഷി,noun,0,14
L555567,ഋഭുഗീത,noun,0,14
L541397,ഋല്ലകരി,noun,0,14
L506227,ഋശ്യം,noun,0,14
L553551,ഋശ്യഗന്ധ,noun,0,14
L512185,ഋശ്യഗന്ധം,noun,0,14
L555712,ഋശ്യപ്രോക്ത,noun,0,14
L511030,ഋശ്യമൂകം,noun,0,14
L505234,ഋഷഭം,noun,1,14
L509869,ഋഷഭകം,noun,0,14
L521634,ഋഷഭകൂടം,noun,0,14
L511699,ഋഷഭഗതിവിലസിതം,noun,0,14
L548823,ഋഷഭദ്വീപ്,noun,0,14
L514173,ഋഷഭമണ്ഡപം,noun,0,14
L520689,ഋഷഭരാഗം,noun,0,14
L538742,ഋഷഭവീഥി,noun,0,14
L541361,ഋഷഭി,noun,0,14
L509407,ഋഷികം,noun,0,14
L564541,ഋഷികുല്യ,noun,0,16
L454476,ഋഷികേശ്,proper noun,1,1
L542105,ഋഷിഗിരി,noun,0,14
L517429,ഋഷിഗുഹ്യം,noun,0,14
L526498,ഋഷിപഞ്ചമി,proper noun,0,7
L514949,ഋഷിപ്രസ്ഥം,noun,0,14
L555714,ഋഷിപ്രോക്ത,noun,0,14
L508753,ഋഷിപ്രോക്തം,noun,0,14
L520936,ഋഷിയജ്ഞം,noun,0,14
L556918,ഋഷിരേഖ,noun,0,14
L516908,ഋഷിവാടം,noun,0,14
L515320,ഋഷിശ്രാദ്ധം,noun,0,14
L531145,ഋഷ്ടി,noun,0,14
L505885,ഋഷ്യം,noun,0,14
L515659,ഋഷ്യകം,noun,0,14
L553552,ഋഷ്യഗന്ധ,noun,0,14
L516159,ഋഷ്യജിഹ്വം,noun,0,14
L555713,ഋഷ്യപ്രോക്ത,noun,0,14
L516450,ഋഷ്യമൂകം,noun,0,14
L512445,ഋൗകാരം,noun,0,14
L582450,ഌ,letter,1,1
L453252,ഌ,noun,1,1
L582452,എ,letter,1,1
L453253,എ,noun,1,1
L455727,എം.ആർ.ഐ. സ്കാൻ,noun,1,1
L502300,എംഫിസീമ,noun,1,1
L454305,എംബബാനി,proper noun,1,1
L460139,എംബെഡഡ് സിസ്റ്റം,noun,1,1
L462219,എകത്തുക,verb,0,4
L508140,എകരം,noun,0,14
L560285,എകരക്കാൽ,noun,0,14
L530989,എകരമുട്ടി,noun,0,14
L462055,എകരുക,verb,0,4
L462651,എകറുക,verb,0,4
L550795,എകറ്,noun,0,14
L464271,എകിറിക്കുക,verb,0,3
L550875,എകിറ്,noun,0,14
L556645,എക്ക,noun,0,14
L520941,എക്കം,noun,0,14
L515944,എക്കച്ചക്കം,noun,0,14
L552575,എക്കച്ചുമ,noun,0,14
L559430,എക്കച്ചൽ,noun,0,14
L530386,എക്കടി,noun,0,14
L514757,എക്കണ്ടം,noun,0,14
L463871,എക്കരയ്ക്കുക,verb,0,4
L563917,എക്കരു,noun,0,16
L463250,എക്കളിക്കുക,verb,0,4
L526175,എക്കളിപ്പ്,noun,0,14
L547498,എക്കിട്,noun,0,14
L528057,എക്കിട്ട,noun,0,16
L525567,എക്കിട്ട്,noun,0,14
L563169,എക്കിൾ,noun,0,14
L459937,എക്കുക,verb,0,3
L455729,എക്കോ കാർഡിയോഗ്രാം,noun,1,1
L546299,എക്ക്,noun,0,14
L561737,എക്കൽ,noun,0,14
L463957,എക്കൽ സമതലം,noun,1,1
L560693,എക്സിക്യൂട്ടീവ്കൗൺസിൽ,noun,0,14
L502556,എക്സിമ,noun,1,1
L519379,എക്സിസ്റ്റൻഷ്യലിസം,noun,0,14
L581995,എക്സ്,proper noun,0,8
L460127,എക്സ് സെർവ്,noun,1,1
L455586,എക്സ്കർഷൻ,noun,1,1
L547191,എക്സ്ചെഞ്ച്,noun,0,14
L458503,എക്സ്പാൻഷൻ കാർഡ്,noun,1,1
L502178,എക്സ്പോഷർ,noun,1,1
L519521,എക്സ്പ്രഷനിസം,noun,1,14
L460193,എക്സ്ബോക്സ് വൺ,noun,1,1
L551223,എക്സ്‌റേ,noun,0,14
L462833,എകർത്തുക,verb,0,4
L455009,എഗെഗിക്,proper noun,1,1
L460820,എഗ്മൂർ,proper noun,1,1
L542808,എങ്കമ്മാലി,noun,0,14
L544113,എങ്കമ്മാളി,noun,0,14
L579655,എങ്കിലും,grammatical particle,1,0
L564734,എങ്കർത്താ,noun,0,16
L559375,എങ്കൽ,noun,0,14
L300706,എങ്ങനെ,interrogative word,1,1
L507838,എങ്ങാനും,noun,0,14
L464198,എങ്ങിക്കുക,verb,0,3
L463004,എങ്ങുക,verb,0,4
L673491,എങ്ങ്,adverb,1,1
L506093,എച്ചം,noun,0,14
L549179,എച്ചവായ്,noun,0,14
L530110,എച്ചി,noun,0,14
L544059,എച്ചിക്കാളി,noun,0,14
L545699,എച്ചിക്കുഴി,noun,0,14
L506019,എച്ചിത്തരം,noun,0,14
L560705,എച്ചിത്തൊഴിൽ,noun,0,14
L546569,എച്ചിവഴക്ക്,noun,0,14
L560456,എച്ചിൽ,noun,0,14
L548785,എച്ചിൽക്കുരുന്ന്,noun,0,14
L545694,എച്ചിൽക്കുഴി,noun,0,14
L550969,എച്ചിൽച്ചോറ്,noun,0,14
L539773,എച്ചിൽതീനി,noun,0,14
L529790,എച്ചിൽനക്കി,noun,0,14
L547822,എച്ചിൽപ്പുണ്ണ്,noun,0,14
L547944,എച്ചുത്,noun,0,14
L547974,എച്ചൂത്,noun,0,14
L550957,എച്ചോറ്,noun,0,14
L547138,എച്ച്,noun,0,14
L501871,എച്ച്.ഐ.വി.,noun,1,1
L548716,എജസ്ത്,noun,0,14
L564250,എജസ്സു,noun,0,16
L307577,എഞ്ചിനീയർ,noun,1,20
L530558,എഞ്ചുവടി,noun,1,14
L528001,എട,noun,0,16
L504457,എടം,noun,0,14
L530704,എടകുടി,noun,0,14
L556670,എടക്ക,noun,0,14
L460595,എടക്കടത്തി,proper noun,1,1
L460612,എടക്കര,proper noun,1,1
L519837,എടക്കലാശം,noun,0,14
L530718,എടക്കുടി,noun,0,14
L547576,എടക്കേട്,noun,0,14
L560605,എടക്കൊട്ടിൽ,noun,0,14
L551595,എടക്കോഴ,noun,0,14
L547603,എടങ്കേട്,noun,0,14
L551185,എടങ്കൈ,noun,0,14
L545556,എടങ്ങഴി,noun,0,14
L550931,എടങ്ങേറ്,noun,0,14
L460611,എടച്ചിറ,proper noun,1,1
L560460,എടച്ചിൽ,noun,0,14
L461066,എടച്ചേരി,proper noun,1,1
L530594,എടഞ്ചാടി,noun,0,14
L541889,എടതാരി,noun,0,14
L544219,എടത്തനുളി,noun,0,14
L460500,എടത്തല,proper noun,1,1
L544010,എടത്തളി,noun,0,14
L461617,എടത്തിരുത്തി,proper noun,1,1
L560647,എടത്തിൽ,noun,0,14
L530457,എടത്തുംപടി,noun,0,14
L547547,എടത്തൂട്,noun,0,14
L547393,എടത്രപ്പാട്,noun,0,14
L460314,എടത്വാ,proper noun,1,1
L553634,എടന,noun,0,14
L547307,എടനാട്,noun,1,14
L530938,എടനാട്ടി,noun,0,14
L558948,എടനില,noun,0,14
L547220,എടനെഞ്ഞ്,noun,0,14
L550007,എടന്തിരിവ്,noun,0,14
L547340,എടപാട്,noun,0,14
L509206,എടപ്പണം,noun,0,14
L461618,എടപ്പറ്റ,proper noun,1,1
L460399,എടപ്പാൾ,proper noun,2,2
L565101,എടപ്രഭു,noun,0,16
L517211,എടമരസ്ഥാനം,noun,0,14
L552952,എടമുന,noun,0,14
L563688,എടമുള,noun,0,14
L547449,എടമ്പാട്,noun,0,14
L542178,എടമ്പിരി,noun,0,14
L508921,എടമ്പുറം,noun,0,14
L534753,എടമ്പ്രതി,noun,0,14
L462977,എടയുക,verb,0,4
L461677,എടയൂര്,proper noun,1,1
L556794,എടയ്ക്ക,noun,0,14
L461624,എടയ്ക്കാട്ടുവയല്,proper noun,1,1
L461626,എടരിക്കോട്,proper noun,1,1
L558553,എടല,noun,0,14
L519584,എടവം,noun,0,14
L460934,എടവക,proper noun,1,1
L549977,എടവടിവ്,noun,0,14
L521301,എടവട്ടം,noun,0,14
L513941,എടവട്ടാരം,noun,0,14
L461678,എടവണ്ണ,proper noun,1,1
L461625,എടവനക്കാട്,proper noun,1,1
L541635,എടവരി,noun,0,14
L545565,എടവഴി,noun,0,14
L547482,എടവാട്,noun,0,14
L461627,എടവിലങ്ങ്,proper noun,1,1
L563668,എടവിള,noun,0,14
L549577,എടവ്,noun,0,14
L515274,എടശ്ശുദ്ധം,noun,0,14
L541706,എടസരി,noun,0,14
L546745,എടാങ്കുടുക്ക്,noun,0,14
L546748,എടാമ്മുടുക്ക്,noun,0,14
L565600,എടു,noun,0,8
L550896,എടുകൂറ്,noun,0,14
L477456,എടുക്കുക,verb,5,4
L521463,എടുത്തുകലാശം,noun,0,14
L560604,എടുത്തുകൊട്ടിൽ,noun,0,14
L462264,എടുത്തുചാടുക,verb,0,4
L505498,എടുത്തുചാട്ടം,noun,0,14
L503224,എടുത്തുചാട്ടക്കാരി,noun,0,7
L502913,എടുത്തുചാട്ടക്കാരൻ,noun,0,18
L551935,എടുപ്പുകുതിര,noun,0,14
L554977,എടുപ്പെണ്ണ,noun,0,14
L525858,എടുപ്പ്,noun,0,14
L547224,എട്,noun,0,14
L530588,എട്ടങ്ങാടി,noun,1,14
L528612,എട്ടടി,noun,0,14
L677704,എട്ടാം,adjective,1,1
L513258,എട്ടാമടം,noun,0,14
L505776,എട്ടാമിടം,noun,0,14
L508086,എട്ടാമെടം,noun,0,14
L530985,എട്ടാരംചുട്ടി,noun,0,14
L548806,എട്ടാലൊന്ന്,noun,0,14
L562949,എട്ടാശ,noun,0,14
L530871,എട്ടി,noun,0,14
L548808,എട്ടിലൊന്ന്,noun,0,14
L514827,എട്ടുംപൊട്ടും,noun,0,14
L549161,എട്ടുകണ്ണൻപായ്,noun,0,14
L543953,എട്ടുകളി,noun,0,14
L529248,എട്ടുകാലി,noun,1,14
L454730,എട്ടുകാലി വല,noun,1,1
L525589,എട്ടുകെട്ട്,noun,0,14
L551376,എട്ടുക്കൊന്നുമുപ്പറ,noun,0,14
L543972,എട്ടുത്തിരവട്ടക്കളി,noun,0,14
L556631,എട്ടുത്തൊക,noun,0,14
L546697,എട്ടുദിക്ക്,noun,0,14
L549056,എട്ടുനോമ്പ്,noun,0,14
L564819,എട്ടുമാ,noun,0,16
L525727,എട്ടെട്ട്,noun,0,14
L2395,എട്ട്,numeral,1,2
L455559,എഡിറ്റിങ്ങ്,noun,1,1
L559944,എഡിറ്റോറിയൽ,noun,0,14
L551069,എഡിറ്റ്,noun,0,14
L453903,എഡിൻബറോ,proper noun,1,1
L454036,എഡൈൻ,proper noun,1,1
L455716,എഡ്ജ് കമ്പ്യൂട്ടിംഗ്,noun,1,1
L581844,എഡ്മണ്ട്,proper noun,0,8
L458777,എഡ്വാര്ഡ്,proper noun,1,1
L581468,എഡ്വാർഡ്,proper noun,0,8
L581250,എഡ്വേർഡ്,proper noun,0,8
L554774,എണ,noun,0,14
L464384,എണക്കുക,verb,0,3
L548403,എണക്കുത്ത്,noun,0,14
L537835,എണങ്ങത്തി,noun,0,14
L462024,എണീക്കുക,verb,0,4
L547007,എണുങ്ക്,noun,0,14
L562971,എണ്ടിശ,noun,0,14
L300987,എണ്ണ,noun,1,20
L1525,എണ്ണം,noun,0,18
L526229,എണ്ണക്കറുപ്പ്,noun,0,14
L541296,എണ്ണക്കറുമ്പി,noun,0,14
L526003,എണ്ണക്കാപ്പ്,noun,0,14
L503321,എണ്ണക്കാരി,noun,0,7
L502949,എണ്ണക്കാരൻ,noun,0,18
L562814,എണ്ണക്കിണർ,noun,0,14
L530719,എണ്ണക്കുടി,noun,0,14
L563821,എണ്ണക്കുരു,noun,0,16
L546143,എണ്ണക്കുറ്റി,noun,0,14
L546304,എണ്ണച്ചക്ക്,noun,0,14
L530888,എണ്ണച്ചട്ടി,noun,0,14
L554892,എണ്ണച്ചാണ,noun,0,14
L455469,എണ്ണച്ചായ ചിത്രകല,noun,1,1
L506157,എണ്ണച്ചായം,noun,1,14
L511351,എണ്ണച്ചായപ്പടം,noun,1,14
L1126855,എണ്ണച്ചായൽ,adjective,0,1
L556726,എണ്ണച്ചിക്ക,noun,0,14
L544090,എണ്ണത്താളി,noun,0,14
L534264,എണ്ണത്തോണി,noun,0,14
L553820,എണ്ണനാരങ്ങ,noun,0,14
L553715,എണ്ണപ്പന,noun,1,14
L508363,എണ്ണപ്പാടം,noun,1,14
L525615,എണ്ണപ്പാട്ട്,noun,0,14
L538280,എണ്ണപ്പാത്തി,noun,0,14
L462490,എണ്ണപ്പെടുക,verb,1,4
L553832,എണ്ണമാങ്ങ,noun,0,14
L514696,എണ്ണയളവനുഭോഗം,noun,0,14
L541505,എണ്ണരി,noun,0,14
L546987,എണ്ണാങ്ക്,noun,0,14
L545600,എണ്ണാഴി,noun,0,14
L562808,എണ്ണാർ,noun,0,9
L459021,എണ്ണുക,verb,1,4
L2425,എണ്ണൂറ്,numeral,1,1
L547756,എണ്ണ്,noun,0,14
L502059,എണ്ണൽ സംഖ്യ,noun,1,1
L458634,എണ്ണൽസംഖ്യ,noun,1,1
L511482,എതം,noun,0,14
L547578,എതക്കേട്,noun,0,14
L463914,എതയ്ക്കുക,verb,0,4
L554312,എതിരട,noun,0,14
L529324,എതിരാളി,noun,0,14
L527863,എതിരാൾ,noun,0,16
L542117,എതിരി,noun,0,14
L554385,എതിരിട,noun,0,14
L458930,എതിരിടുക,verb,0,4
L559225,എതിരുപാട്ടയോല,noun,0,14
L463945,എതിരേൽക്കുക,verb,0,4
L526084,എതിരേൽപ്പ്,noun,0,14
L542981,എതിരൊലി,noun,0,14
L1126856,എതിർ,adjective,0,1
L529463,എതിർകക്ഷി,noun,0,14
L554225,എതിർകട,noun,0,14
L549218,എതിർകയ്യ്,noun,0,14
L551157,എതിർകൈ,noun,0,14
L458229,എതിർക്കുക,verb,0,4
L560828,എതിർക്കോൽ,noun,0,14
L558589,എതിർത്തല,noun,0,14
L462511,എതിർപെടുക,verb,0,4
L462520,എതിർപൊരുതുക,verb,0,4
L525815,എതിർപ്പ്,noun,0,14
L550742,എതിർമുള്ള്,noun,0,14
L545736,എതിർമൊഴി,noun,0,14
L503721,എതിർലിംഗം,noun,1,1
L564900,എതിർവാ,noun,0,16
L504972,എതിർവാദം,noun,0,14
L527244,എതിർവാദി,noun,0,14
L509756,എതിർവിസ്താരം,noun,0,14
L526199,എതൃപ്പ്,noun,0,14
L463714,എതൃർക്കുക,verb,0,3
L547842,എത്,noun,0,14
L521392,എത്തം,noun,0,14
L459053,എത്തിക്കുക,verb,0,4
L516202,എത്തീം,noun,0,14
L458352,എത്തുക,verb,0,4
L548399,എത്തുകുത്ത്,noun,0,14
L463603,എത്തുപെടുക,verb,0,4
L544142,എത്തുവാളി,noun,0,14
L548005,എത്ത്,noun,0,14
L559694,എത്തൽ,noun,0,14
L453611,എത്യോപ്യ,proper noun,1,1
L300705,എത്ര,interrogative word,2,1
L1129733,എത്രയും,adverb,0,1
L508486,എനം,noun,0,14
L559439,എനച്ചൽ,noun,0,14
L463326,എനയുക,verb,0,4
L552530,എനിമ,noun,1,14
L673492,എന്തായാലും,adverb,1,1
L300704,എന്തുകൊണ്ട്,interrogative word,0,1
L563881,എന്തൊരു,noun,0,16
L548810,എന്തോന്ന്,noun,0,14
L300703,എന്ത്,interrogative word,0,1
L508540,എന്ത്രം,noun,0,14
L539414,എന്ധാനി,noun,0,14
L539444,എന്ധ്യാനി,noun,0,14
L580439,എന്ന,postposition,1,1
L616859,എന്നത്,grammatical particle,1,1
L580921,എന്നത്തെ,determiner,2,1
L592039,എന്നാകുക,phrasal verb,1,4
L616849,എന്നാലും,adverb,2,1
L616845,എന്നാൽ,grammatical particle,1,1
L616848,എന്നിട്ടും,adverb,2,1
L616847,എന്നിട്ട്,adverb,1,1
L594358,എന്നിവ,noun,1,3
L579471,എന്നീ,phrase,1,1
L461962,എന്നുക,verb,0,4
L580004,എന്ന്,adverb,1,1
L580919,എന്ന്,grammatical particle,2,1
L580920,എന്ന്,postposition,1,1
L461681,എന്മകജെ,proper noun,1,1
L517293,എന്മേടം,noun,0,14
L458813,എന്റർപ്രൈസ് റിസോഴ്സ് പ്ലാനിംഗ്,noun,1,1
L454978,എപിഡോറസ്,proper noun,1,1
L456174,എപ്പിഗ്രഫി,noun,1,1
L539284,എപ്പിഫനി,noun,0,14
L564783,എപ്പിസ്കോപ്പാ,noun,0,16
L512361,എപ്പേരും,noun,0,14
L300702,എപ്പോൾ,interrogative word,0,1
L502624,എപ്ലാസ്റ്റിക് അനീമിയ,noun,1,1
L502212,എഫ്-സംഖ്യ,noun,1,1
L1129409,എബി,proper noun,0,8
L502289,എബോള,noun,1,1
L581682,എബ്രഹാം,proper noun,0,8
L554895,എമരിച്ചാണ,noun,0,14
L562685,എമരിപ്പേപ്പർ,noun,0,14
L455934,എമിരിറ്റസ്,noun,1,1
L581669,എമിലി,proper noun,0,8
L581527,എമിലിയ,proper noun,0,8
L565185,എമു,noun,0,16
L455058,എമെരിവില്ലെ,proper noun,1,1
L546127,എമ്പിരാറ്റി,noun,0,14
L549531,എമ്പുല്ല്,noun,0,14
L530171,എമ്പ്രാച്ചി,noun,0,14
L530961,എമ്പ്രാട്ടി,noun,0,14
L542167,എമ്പ്രാന്തിരി,noun,0,14
L581701,എമ്മ,proper noun,0,8
L549758,എമ്മങ്കിടാവ്,noun,0,14
L560766,എമ്മാനുവേൽ,noun,0,14
L582167,എമ്മി,proper noun,0,8
L457530,എമ്മെർ,noun,1,1
L563754,എമ്മൾ,noun,0,14
L550877,എയിറ്,noun,0,14
L503436,എയ്ത്തുകാരി,noun,0,7
L503064,എയ്ത്തുകാരൻ,noun,0,18
L515291,എയ്ത്തുനക്ഷത്രം,noun,0,14
L548661,എയ്ത്ത്,noun,0,14
L539967,എയ്പന്നി,noun,0,14
L565133,എയ്മു,noun,0,8
L550751,എയ്യന്മുള്ള്,noun,0,14
L549513,എയ്യൻപുല്ല്,noun,0,14
L559954,എയ്യൽ,noun,0,14
L530347,എരഞ്ഞി,noun,0,14
L461536,എരഞ്ഞോളി,proper noun,1,1
L554492,എരട്ട,noun,0,14
L462474,എരട്ടിക്കുക,verb,0,4
L509608,എരണം,noun,0,14
L553076,എരപ്പ,noun,0,14
L517133,എരപ്പത്തം,noun,0,14
