lang,start_date,end_date,rank,category_qid,category_en,edits,top_article_en
ml,2026-07-01,2026-08-29,2,6262773,Kerala,761,Kannur
ml,2026-07-01,2026-08-29,3,47495968,Populated_places_in_Kerala,608,Kannur
ml,2026-07-01,2026-08-29,4,1983910,Hinduism,601,Chottanikkara_Temple
ml,2026-07-01,2026-08-29,5,8373847,Cities_and_towns_in_Kerala,542,Kannur
ml,2026-07-01,2026-08-29,6,1457402,Biology,366,Chicken
ml,2026-07-01,2026-08-29,7,7846008,"Kochi,_Kerala",363,Chottanikkara_Temple
ml,2026-07-01,2026-08-29,8,4095812,Medicine,346,Protein
ml,2026-07-01,2026-08-29,9,6994462,Indian_people,330,Abdul_Ghaffar_Khan
ml,2026-07-01,2026-08-29,10,1410960,United_States,321,Halle_Berry
ml,2026-07-01,2026-08-29,11,8260661,Geography_of_Kerala,320,North_Malabar
ml,2026-07-01,2026-08-29,12,3919792,Actors,318,S._Janaki
ml,2026-07-01,2026-08-29,13,7214658,Cities_and_towns_in_India,297,Kannur
ml,2026-07-01,2026-08-29,14,5668044,Indian_films,271,Thudarum
ml,2026-07-01,2026-08-29,15,7089019,Villages_in_India,266,Erumely
ml,2026-07-01,2026-08-29,16,8373751,Cities_and_towns_in_Kannur_district,248,Kannur
ml,2026-07-01,2026-08-29,17,4630,History_of_India,238,Abdul_Ghaffar_Khan
ml,2026-07-01,2026-08-29,18,28401051,Bhagavathi_temples_in_Kerala,235,Chottanikkara_Temple
ml,2026-07-01,2026-08-29,19,9956656,Devi_temples_in_Kerala,234,Chottanikkara_Temple
ml,2026-07-01,2026-08-29,20,8514519,Hindu_temples_in_Ernakulam_district,232,Chottanikkara_Temple
ml,2026-07-01,2026-08-29,21,1457673,Geography,230,Kerala
ml,2026-07-01,2026-08-29,22,32996452,നൂറ്റെട്ട്_ദുർഗ്ഗാക്ഷേത്രങ്ങൾ,229,Chottanikkara_Temple
ml,2026-07-01,2026-08-29,23,8601011,Malayalam-language_films,228,Thudarum
ml,2026-07-01,2026-08-29,24,8842210,Temples_in_India,226,Chottanikkara_Temple
ml,2026-07-01,2026-08-29,25,9930481,കണ്ണൂർ_ജില്ലയിലെ_ഗ്രാമപഞ്ചായത്തുകൾ,225,മാലൂർ_ഗ്രാമപഞ്ചായത്ത്
mni,2026-07-01,2026-08-29,1,49670353,Ô_iā_sâ̤_diŏng_dù_béng-chiā_cê̤ṳ-dông_sáuk-bóng_gì_hiĕk,4,New_York_City
mni,2026-07-01,2026-08-29,2,9077970,Ukrainian_people,3,Kateryna_Bilokur
mni,2026-07-01,2026-08-29,3,23706330,Bu_dem_liwot,3,New_York_City
mni,2026-07-01,2026-08-29,4,6447755,States_of_the_United_States,2,New_York_City
mni,2026-07-01,2026-08-29,5,6543743,Drinks,2,Juice
mni,2026-07-01,2026-08-29,6,22914718,Commons_category_link_is_on_Wikidata,2,Lionel_Messi
mni,2026-07-01,2026-08-29,7,106367975,Meitei_mythology,2,Helloi
mni,2026-07-01,2026-08-29,8,5964,Авикипедиа:Акандидат_ирласу_аныхразы,1,Punjabis
mni,2026-07-01,2026-08-29,9,4966679,Wikipedia,1,ChatGPT
mni,2026-07-01,2026-08-29,10,8268434,أرتيكلات_كيخدمو_صنادق_د_معلومات_بلا_صفوف_د_الداطا,1,Nikanor_Onatsky_Regional_Art_Museum_in_Sumy
mni,2026-07-01,2026-08-29,11,15271861,Male_actors_in_Hindi_cinema,1,Trilok_Kapoor
mni,2026-07-01,2026-08-29,12,22115487,Panid_ti_Wikipedia_nga_agraman_iti_nalemmeng_a_pagilian,1,Imphal
mr,2026-07-01,2026-08-29,1,1411417,India,714,Parbhani_district
mr,2026-07-01,2026-08-29,2,25351284,कायमचे_मृत_बाह्य_दुवे_असणारे_लेख,587,2026_Nepal_Tri-Nation_Series_(April)
mr,2026-07-01,2026-08-29,3,6994462,Indian_people,375,Humayun_Abdulali
mr,2026-07-01,2026-08-29,4,7238246,Maharashtra,323,Parbhani_district
mr,2026-07-01,2026-08-29,5,4630,History_of_India,277,Mirabai
mr,2026-07-01,2026-08-29,6,7030483,Indian_politicians,268,Nayab_Singh_Saini
mr,2026-07-01,2026-08-29,7,8383492,Districts_of_India,254,Parbhani_district
mr,2026-07-01,2026-08-29,8,1983910,Hinduism,239,Mirabai
mr,2026-07-01,2026-08-29,9,1457595,History,229,Kakatiya_dynasty
mr,2026-07-01,2026-08-29,10,8828704,Talukas_in_Maharashtra,184,Mohol
mr,2026-07-01,2026-08-29,11,6493807,Cricket,177,2026_Women's_T20_World_Cup
mr,2026-07-01,2026-08-29,12,4049213,Time,174,August_25
mr,2026-07-01,2026-08-29,13,8607868,Marathi_people,173,D._Y._Patil
mr,2026-07-01,2026-08-29,14,1458083,Science,165,Tree
mr,2026-07-01,2026-08-29,15,2945924,Lists,165,List_of_districts_in_India
mr,2026-07-01,2026-08-29,16,5461174,Months,149,August_25
mr,2026-07-01,2026-08-29,17,1457402,Biology,147,Tree
mr,2026-07-01,2026-08-29,18,2944929,Culture,141,Water
mr,2026-07-01,2026-08-29,19,9747001,आंतरराष्ट्रीय_दिनदर्शिका,138,August_25
mr,2026-07-01,2026-08-29,20,9885219,ग्रेगरी_दिनदर्शिका,138,August_25
mr,2026-07-01,2026-08-29,21,9923300,दिवस,138,August_25
mr,2026-07-01,2026-08-29,22,9854854,Constituencies_of_the_Lok_Sabha,136,Rampur_Lok_Sabha_constituency
mr,2026-07-01,2026-08-29,23,6834346,Indian_writers,135,Ritu_Menon
mr,2026-07-01,2026-08-29,24,8607853,Marathi-language_writers,135,गुरुनाथ_नाईक
mr,2026-07-01,2026-08-29,25,1457673,Geography,134,Water
ne,2026-07-01,2026-08-29,1,105484076,Rural_municipalities_of_Nepal_established_in_2017,466,Susta_Rural_Municipality
ne,2026-07-01,2026-08-29,2,7085149,Nepal,425,Nuwakot_Palace
ne,2026-07-01,2026-08-29,3,7287077,Cities_in_Nepal,355,Bidur
ne,2026-07-01,2026-08-29,4,1457673,Geography,307,विजयपुर_राज्य
ne,2026-07-01,2026-08-29,5,4274,History_of_Nepal,299,Jaya_Prakash_Malla
ne,2026-07-01,2026-08-29,6,30330333,Rural_municipalities_of_Nepal,281,Chaukune_Rural_Municipality
ne,2026-07-01,2026-08-29,7,1983910,Hinduism,255,Sati_(Hindu_goddess)
ne,2026-07-01,2026-08-29,8,1410960,United_States,250,2026_FIFA_World_Cup
ne,2026-07-01,2026-08-29,9,9776603,Municipalities_of_Nepal,234,Bidur
ne,2026-07-01,2026-08-29,10,1411417,India,222,Deepika_Padukone
ne,2026-07-01,2026-08-29,11,6457292,Populated_places_in_Nepal,206,Bidur
ne,2026-07-01,2026-08-29,12,1457595,History,192,Jaya_Prakash_Malla
ne,2026-07-01,2026-08-29,13,7217464,Association_football_players,188,Lionel_Messi
ne,2026-07-01,2026-08-29,14,1458083,Science,180,Cigarette
ne,2026-07-01,2026-08-29,15,8671919,Nepalese_Hindus,176,Jaya_Prakash_Malla
ne,2026-07-01,2026-08-29,16,25231764,Nepal_municipalities_established_in_2014,171,Tarakeshwar
ne,2026-07-01,2026-08-29,17,1457982,Sports,162,2026_FIFA_World_Cup
ne,2026-07-01,2026-08-29,18,4103183,Politics,159,Voting
ne,2026-07-01,2026-08-29,19,2944929,Culture,157,Sati_(Hindu_goddess)
ne,2026-07-01,2026-08-29,20,7029083,Nepalese_politicians,153,Gajraj_Mishra
ne,2026-07-01,2026-08-29,21,5753390,Politicians,141,Akbar
ne,2026-07-01,2026-08-29,22,7485918,Tourist_attractions_in_Nepal,140,Nuwakot_Palace
ne,2026-07-01,2026-08-29,23,65690771,Municipalities_in_Madhesh_Province,123,Birgunj
ne,2026-07-01,2026-08-29,24,7144013,World_Heritage_Sites_in_Nepal,122,Nuwakot_Palace
ne,2026-07-01,2026-08-29,25,4095812,Medicine,119,Cigarette
new,2026-07-01,2026-08-29,1,1457673,Geography,85,Togo
new,2026-07-01,2026-08-29,2,1457595,History,52,Nalanda_mahavihara
new,2026-07-01,2026-08-29,3,1410960,United_States,51,Massachusetts
new,2026-07-01,2026-08-29,4,2944929,Culture,41,Spanish_language
new,2026-07-01,2026-08-29,5,15181105,Koordinat_ring_Wikidata,39,Nalanda_mahavihara
new,2026-07-01,2026-08-29,6,9711254,गणित,35,Arithmetic
new,2026-07-01,2026-08-29,7,8259,Literature,31,Aṣṭādhyāyī
new,2026-07-01,2026-08-29,8,4026570,Countries,31,Togo
new,2026-07-01,2026-08-29,9,32971077,विज्ञान,29,Visible_spectrum
new,2026-07-01,2026-08-29,10,4630,History_of_India,25,Nalanda_mahavihara
new,2026-07-01,2026-08-29,11,8703545,Sanskrit,25,Aṣṭādhyāyī
new,2026-07-01,2026-08-29,12,1983910,Hinduism,23,Aṣṭādhyāyī
new,2026-07-01,2026-08-29,13,1411417,India,21,Nalanda_mahavihara
new,2026-07-01,2026-08-29,14,1983832,Buddhism,19,Nalanda_mahavihara
new,2026-07-01,2026-08-29,15,9719128,दँ,19,399
new,2026-07-01,2026-08-29,16,4960490,Languages,18,Spanish_language
new,2026-07-01,2026-08-29,17,9979159,प्रविधि,17,Newspaper
new,2026-07-01,2026-08-29,18,4095469,Anatomy,14,Anatomical_terms_of_bone
new,2026-07-01,2026-08-29,19,6447755,States_of_the_United_States,12,Massachusetts
new,2026-07-01,2026-08-29,20,8383492,Districts_of_India,12,Nalanda_mahavihara
new,2026-07-01,2026-08-29,21,9720596,दे,12,Togo
new,2026-07-01,2026-08-29,22,4104783,The_arts,11,Pottery
new,2026-07-01,2026-08-29,23,7154072,Jainism,11,Nalanda_mahavihara
new,2026-07-01,2026-08-29,24,4587662,Europe,10,Dante_Alighieri
new,2026-07-01,2026-08-29,25,7069468,History_of_China,10,China
or,2026-07-01,2026-08-29,1,4095812,Medicine,1076,Dopamine
or,2026-07-01,2026-08-29,2,7237918,Medications,490,Lomustine
or,2026-07-01,2026-08-29,3,7214658,Cities_and_towns_in_India,471,Siliguri
or,2026-07-01,2026-08-29,4,1411417,India,426,India
or,2026-07-01,2026-08-29,5,7215431,Diseases_and_disorders,391,Rabies
or,2026-07-01,2026-08-29,6,1457402,Biology,173,Migraine
or,2026-07-01,2026-08-29,7,1983910,Hinduism,151,India
or,2026-07-01,2026-08-29,8,1458083,Science,133,Science
or,2026-07-01,2026-08-29,9,1457673,Geography,125,India
or,2026-07-01,2026-08-29,10,5610083,Asia,104,India
or,2026-07-01,2026-08-29,11,9057471,Cities_and_towns_in_Uttar_Pradesh,91,Lucknow
or,2026-07-01,2026-08-29,12,4630,History_of_India,90,India
or,2026-07-01,2026-08-29,13,1457474,Chemistry,88,Domperidone
or,2026-07-01,2026-08-29,14,4026570,Countries,84,India
or,2026-07-01,2026-08-29,15,8383492,Districts_of_India,80,Gajapati_district
or,2026-07-01,2026-08-29,16,1457903,Religion,79,Narendra_Modi
or,2026-07-01,2026-08-29,17,7030483,Indian_politicians,77,Narendra_Modi
or,2026-07-01,2026-08-29,18,6834346,Indian_writers,76,Narendra_Modi
or,2026-07-01,2026-08-29,19,8055354,Countries_in_Asia,72,India
or,2026-07-01,2026-08-29,20,9056575,Cities_and_towns_in_Maharashtra,70,Ajanta_Caves
or,2026-07-01,2026-08-29,21,5849863,Writers,61,Narendra_Modi
or,2026-07-01,2026-08-29,22,7146011,Gujarat,61,Narendra_Modi
or,2026-07-01,2026-08-29,23,7229306,Cities_and_towns_in_Andhra_Pradesh,60,Narsipatnam
or,2026-07-01,2026-08-29,24,1457258,Physics,59,Stellar_evolution
or,2026-07-01,2026-08-29,25,9057068,Cities_and_towns_in_Rajasthan,58,Pokhran
pa,2026-07-01,2026-08-29,1,1411417,India,286,Agra_Fort
pa,2026-07-01,2026-08-29,2,6994462,Indian_people,163,Guru_Hargobind
pa,2026-07-01,2026-08-29,3,6946332,Punjabi_people,146,Jaswant_Singh_Khalra
pa,2026-07-01,2026-08-29,4,1410960,United_States,112,Khush_Singh
pa,2026-07-01,2026-08-29,5,1457673,Geography,108,Kyiv
pa,2026-07-01,2026-08-29,6,3919792,Actors,100,Rishi_Kapoor
pa,2026-07-01,2026-08-29,7,1457595,History,96,Agra_Fort
pa,2026-07-01,2026-08-29,8,1457474,Chemistry,82,Radium
pa,2026-07-01,2026-08-29,9,8545100,Indian_film_actresses,82,Sheetal_Thakur
pa,2026-07-01,2026-08-29,10,1457258,Physics,80,Axial_tilt
pa,2026-07-01,2026-08-29,11,5849863,Writers,76,Ajeet_Cour
pa,2026-07-01,2026-08-29,12,1458083,Science,72,Miscarriage
pa,2026-07-01,2026-08-29,13,15136951,21st-century_Indian_actresses,71,Sheetal_Thakur
pa,2026-07-01,2026-08-29,14,8514322,Actresses_in_Hindi_cinema,68,Sheetal_Thakur
pa,2026-07-01,2026-08-29,15,7024688,Indian_actors,60,Nia_Sharma
pa,2026-07-01,2026-08-29,16,7038228,Chemical_elements,60,Radium
pa,2026-07-01,2026-08-29,17,5897849,Wikipedia:Beleg_fehlet,59,Ukraine
pa,2026-07-01,2026-08-29,18,5479723,Film_actors,58,Rishi_Kapoor
pa,2026-07-01,2026-08-29,19,6834346,Indian_writers,58,ਬਰਾੜ_ਜੈਸੀ
pa,2026-07-01,2026-08-29,20,126448419,Punjabi_Sikhs,54,Jaswant_Singh_Khalra
pa,2026-07-01,2026-08-29,21,6580328,World_Heritage_Sites_in_India,53,Agra_Fort
pa,2026-07-01,2026-08-29,22,1458376,World_Heritage_Sites,52,Agra_Fort
pa,2026-07-01,2026-08-29,23,7214658,Cities_and_towns_in_India,51,Patiala
pa,2026-07-01,2026-08-29,24,8808171,Punjabi-language_writers,51,Vir_Singh_(writer)
pa,2026-07-01,2026-08-29,25,4103183,Politics,50,Globalization
pi,2026-07-01,2026-08-29,1,4615845,Wikipedia_deletion,5,Mathematics
pi,2026-07-01,2026-08-29,2,4619,Mathematics,4,Mathematics
pi,2026-07-01,2026-08-29,3,7192108,Pages_with_script_errors,4,Mathematics
pi,2026-07-01,2026-08-29,4,1983910,Hinduism,1,Karma_in_Hinduism
pi,2026-07-01,2026-08-29,5,4960490,Languages,1,Book
pnb,2026-07-01,2026-08-29,1,1457595,History,168,Roman–Persian_wars
pnb,2026-07-01,2026-08-29,2,27825433,Pagine_che_utilizzano_collegamenti_magici_PMID,129,Lion
pnb,2026-07-01,2026-08-29,3,4476237,Wars,95,Battle_of_Karbala
pnb,2026-07-01,2026-08-29,4,1411417,India,87,Om_Prakash_Bhasin_Award
pnb,2026-07-01,2026-08-29,5,5897849,Wikipedia:Beleg_fehlet,84,Gaza_City
pnb,2026-07-01,2026-08-29,6,1410960,United_States,82,New_Deal
pnb,2026-07-01,2026-08-29,7,1984000,Islam,75,Battle_of_Karbala
pnb,2026-07-01,2026-08-29,8,1457673,Geography,74,Minsk
pnb,2026-07-01,2026-08-29,9,23706330,Bu_dem_liwot,69,Battle_of_Karbala
pnb,2026-07-01,2026-08-29,10,9126476,Cities,64,Minsk
pnb,2026-07-01,2026-08-29,11,7130233,History_of_Europe,62,Roman–Persian_wars
pnb,2026-07-01,2026-08-29,12,7130256,History_of_Islam,61,Battle_of_Karbala
pnb,2026-07-01,2026-08-29,13,1458083,Science,58,Lion
pnb,2026-07-01,2026-08-29,14,1457903,Religion,54,Battle_of_Karbala
pnb,2026-07-01,2026-08-29,15,2944929,Culture,54,Acting
pnb,2026-07-01,2026-08-29,16,4630,History_of_India,53,Delhi
pnb,2026-07-01,2026-08-29,17,2945924,Lists,53,نوبل_انعام_یافتہ_مسلمان_شخصیتاں_دی_لسٹ
pnb,2026-07-01,2026-08-29,18,1983910,Hinduism,51,Diwali
pnb,2026-07-01,2026-08-29,19,61209176,زندہ_شخصیتاں,51,جنت_مرزا
pnb,2026-07-01,2026-08-29,20,7130310,History_of_Asia,49,Turkic_history
pnb,2026-07-01,2026-08-29,21,4103183,Politics,48,Colour_revolution
pnb,2026-07-01,2026-08-29,22,6979228,History_of_Russia,48,1991_Soviet_coup_attempt
pnb,2026-07-01,2026-08-29,23,21011916,Seiten_mit_Diagrammen,43,Battle_of_Karbala
pnb,2026-07-01,2026-08-29,24,1411497,Israel,39,International_recognition_of_Palestine
pnb,2026-07-01,2026-08-29,25,6994462,Indian_people,39,Mahatma_Gandhi
sa,2026-07-01,2026-08-29,1,7192108,Pages_with_script_errors,44,Mount_Everest
sa,2026-07-01,2026-08-29,2,1411417,India,43,List_of_districts_in_India
sa,2026-07-01,2026-08-29,3,1983910,Hinduism,31,Kartikeya
sa,2026-07-01,2026-08-29,4,1458083,Science,24,Mount_Everest
sa,2026-07-01,2026-08-29,5,6994462,Indian_people,24,A._R._Rahman
sa,2026-07-01,2026-08-29,6,1457673,Geography,22,Mount_Everest
sa,2026-07-01,2026-08-29,7,7085149,Nepal,20,Prime_Minister_of_Nepal
sa,2026-07-01,2026-08-29,8,1457595,History,18,Rama
sa,2026-07-01,2026-08-29,9,2944929,Culture,18,Kartikeya
sa,2026-07-01,2026-08-29,10,1457903,Religion,16,Kartikeya
sa,2026-07-01,2026-08-29,11,1410960,United_States,14,Susan_Hayward
sa,2026-07-01,2026-08-29,12,4026570,Countries,12,List_of_districts_in_India
sa,2026-07-01,2026-08-29,13,6724323,Prime_ministers_of_Nepal,12,Prime_Minister_of_Nepal
sa,2026-07-01,2026-08-29,14,1983832,Buddhism,11,Kartikeya
sa,2026-07-01,2026-08-29,15,5640343,Biography_(genre),11,Ramakrishna
sa,2026-07-01,2026-08-29,16,5753390,Politicians,11,Narendra_Modi
sa,2026-07-01,2026-08-29,17,5849863,Writers,11,Paramahansa_Yogananda
sa,2026-07-01,2026-08-29,18,6834346,Indian_writers,11,Ramakrishna
sa,2026-07-01,2026-08-29,19,7043111,Scientists,11,Jagadish_Chandra_Bose
sa,2026-07-01,2026-08-29,20,8703545,Sanskrit,11,Kartikeya
sa,2026-07-01,2026-08-29,21,4630,History_of_India,10,Ramakrishna
sa,2026-07-01,2026-08-29,22,1457258,Physics,10,Neptune
sa,2026-07-01,2026-08-29,23,9207466,Characters_in_the_Mahabharata,10,Kartikeya
sa,2026-07-01,2026-08-29,24,1983674,Philosophy,9,Ramakrishna
sa,2026-07-01,2026-08-29,25,8514373,Hindu_deities,9,Shakta_pithas
sat,2026-07-01,2026-08-29,1,7214658,Cities_and_towns_in_India,219,Jugsalai
sat,2026-07-01,2026-08-29,2,1411417,India,213,Kunjarani_Devi
sat,2026-07-01,2026-08-29,3,7192108,Pages_with_script_errors,137,Wikipedia
sat,2026-07-01,2026-08-29,4,9056380,Cities_and_towns_in_Jharkhand,72,Jugsalai
sat,2026-07-01,2026-08-29,5,4960490,Languages,53,Kurdish_language
sat,2026-07-01,2026-08-29,6,8383492,Districts_of_India,52,Tawang_district
sat,2026-07-01,2026-08-29,7,1458484,Language,45,Kurdish_language
sat,2026-07-01,2026-08-29,8,7705185,Cities_and_towns_in_West_Bengal,40,Howrah
sat,2026-07-01,2026-08-29,9,5610083,Asia,38,Mongols
sat,2026-07-01,2026-08-29,10,8582889,زمانەکان_بە_کۆدی_ئیزۆ_٦٣٩-٢,37,Kurdish_language
sat,2026-07-01,2026-08-29,11,9126476,Cities,35,Kochi
sat,2026-07-01,2026-08-29,12,6576477,Languages_by_country,30,Kurdish_language
sat,2026-07-01,2026-08-29,13,20931972,Cities_in_India,30,Kochi
sat,2026-07-01,2026-08-29,14,6581225,Languages_of_Asia,28,Kurdish_language
sat,2026-07-01,2026-08-29,15,7030483,Indian_politicians,27,Droupadi_Murmu
sat,2026-07-01,2026-08-29,16,7142937,Languages_of_India,27,Devanagari
sat,2026-07-01,2026-08-29,17,4095812,Medicine,26,Navel
sat,2026-07-01,2026-08-29,18,7146402,Madhya_Pradesh,25,Santal_people
sat,2026-07-01,2026-08-29,19,7705425,Cities_and_towns_in_Odisha,25,Rourkela
sat,2026-07-01,2026-08-29,20,8561781,Jamshedpur,25,Economy_of_Jamshedpur
sat,2026-07-01,2026-08-29,21,9056565,Cities_and_towns_in_Madhya_Pradesh,25,Damoh
sat,2026-07-01,2026-08-29,22,61648895,Wiki_Loves_Women_2019_(India),25,Kunjarani_Devi
sat,2026-07-01,2026-08-29,23,6387980,زمانەکان_بە_کۆدی_ئیزۆ_٦٣٩-١,24,Kurdish_language
sat,2026-07-01,2026-08-29,24,10121944,Populated_places_in_Odisha,24,Rourkela
sat,2026-07-01,2026-08-29,25,4026570,Countries,23,Family
sd,2026-07-01,2026-08-29,1,1457673,Geography,3041,Town
sd,2026-07-01,2026-08-29,2,1458083,Science,2070,Cleopatra
sd,2026-07-01,2026-08-29,3,4026570,Countries,1938,Kazakhstan
sd,2026-07-01,2026-08-29,4,4587662,Europe,1500,Moscow
sd,2026-07-01,2026-08-29,5,23706330,Bu_dem_liwot,1374,Moscow
sd,2026-07-01,2026-08-29,6,6913199,Member_states_of_the_United_Nations,1355,Kazakhstan
sd,2026-07-01,2026-08-29,7,5610083,Asia,1304,Sindh
sd,2026-07-01,2026-08-29,8,1457402,Biology,1192,Dog
sd,2026-07-01,2026-08-29,9,5897849,Wikipedia:Beleg_fehlet,1125,Karl_Marx
sd,2026-07-01,2026-08-29,10,1457595,History,1061,Cleopatra
sd,2026-07-01,2026-08-29,11,9126476,Cities,999,Town
sd,2026-07-01,2026-08-29,12,1983674,Philosophy,958,Karl_Marx
sd,2026-07-01,2026-08-29,13,15181105,Koordinat_ring_Wikidata,907,Moscow
sd,2026-07-01,2026-08-29,14,49884226,Christian_states,894,Lithuania
sd,2026-07-01,2026-08-29,15,2944929,Culture,862,History
sd,2026-07-01,2026-08-29,16,1455849,Pakistan,850,Sindh
sd,2026-07-01,2026-08-29,17,5624766,Populated_places,718,Town
sd,2026-07-01,2026-08-29,18,1458160,United_Nations,716,Kazakhstan
sd,2026-07-01,2026-08-29,19,4103183,Politics,703,Karl_Marx
sd,2026-07-01,2026-08-29,20,4095812,Medicine,698,Acupuncture
sd,2026-07-01,2026-08-29,21,1457258,Physics,692,Moon
sd,2026-07-01,2026-08-29,22,7214549,مدن_جامعية,677,Karachi
sd,2026-07-01,2026-08-29,23,4587626,Countries_in_Europe,634,Kazakhstan
sd,2026-07-01,2026-08-29,24,8745838,Sindh,630,Sindh
sd,2026-07-01,2026-08-29,25,5743744,Capital_cities,617,Karachi
si,2026-07-01,2026-08-29,1,1457673,Geography,159,Village
si,2026-07-01,2026-08-29,2,4095812,Medicine,133,Hantavirus_infection
si,2026-07-01,2026-08-29,3,1458083,Science,129,Sexual_intercourse
si,2026-07-01,2026-08-29,4,1457402,Biology,118,Polar_bear
si,2026-07-01,2026-08-29,5,4026570,Countries,117,Village
si,2026-07-01,2026-08-29,6,1457595,History,114,The_Holocaust
si,2026-07-01,2026-08-29,7,7160365,Алфавиталда_рекъон_пачалихъал,100,Ethiopia
si,2026-07-01,2026-08-29,8,8317423,Buddhism_in_Sri_Lanka,97,Mahamevnawa_Buddhist_Monastery
si,2026-07-01,2026-08-29,9,7486603,Health,87,Erectile_dysfunction
si,2026-07-01,2026-08-29,10,2944929,Culture,78,Singing
si,2026-07-01,2026-08-29,11,7085549,Sri_Lanka,77,Kumar_Sangakkara
si,2026-07-01,2026-08-29,12,7215431,Diseases_and_disorders,76,Hantavirus_infection
si,2026-07-01,2026-08-29,13,6913199,Member_states_of_the_United_Nations,75,Namibia
si,2026-07-01,2026-08-29,14,7158214,Republics,70,Pakistan
si,2026-07-01,2026-08-29,15,1457474,Chemistry,63,Lead(II)_nitrate
si,2026-07-01,2026-08-29,16,8807950,Sri_Lankan_Buddhists,61,Kumar_Sangakkara
si,2026-07-01,2026-08-29,17,1457258,Physics,59,ගෝලීය_තාපනය
si,2026-07-01,2026-08-29,18,8317496,Buddhist_monasteries_in_Sri_Lanka,59,Mahamevnawa_Buddhist_Monastery
si,2026-07-01,2026-08-29,19,5460710,Africa,56,Ethiopia
si,2026-07-01,2026-08-29,20,9736652,Unitary_state,56,Namibia
si,2026-07-01,2026-08-29,21,7487059,Sinhalese_people,55,Kumar_Sangakkara
si,2026-07-01,2026-08-29,22,1410960,United_States,54,Cold_War
si,2026-07-01,2026-08-29,23,1983760,Psychology,54,Sexual_intercourse
si,2026-07-01,2026-08-29,24,6943040,بلدان_وأقاليم_ناطقة_بالإنجليزية,54,Namibia
si,2026-07-01,2026-08-29,25,1457903,Religion,53,The_Holocaust
ta,2026-07-01,2026-08-29,1,1411417,India,1725,Nepal
ta,2026-07-01,2026-08-29,2,1457673,Geography,1023,Afghanistan
ta,2026-07-01,2026-08-29,3,5610083,Asia,785,Afghanistan
ta,2026-07-01,2026-08-29,4,4026570,Countries,730,Afghanistan
ta,2026-07-01,2026-08-29,5,8271772,Assembly_constituencies_of_Tamil_Nadu,718,Thiruthuraipoondi_Assembly_constituency
ta,2026-07-01,2026-08-29,6,1983910,Hinduism,700,Nepal
ta,2026-07-01,2026-08-29,7,8773403,Politics_of_Tamil_Nadu,689,C._Joseph_Vijay
ta,2026-07-01,2026-08-29,8,6913199,Member_states_of_the_United_Nations,673,Afghanistan
ta,2026-07-01,2026-08-29,9,8055354,Countries_in_Asia,671,Afghanistan
ta,2026-07-01,2026-08-29,10,7158214,Republics,647,Afghanistan
ta,2026-07-01,2026-08-29,11,6994462,Indian_people,620,Sowcar_Janaki
ta,2026-07-01,2026-08-29,12,7214980,South_Asia,538,Afghanistan
ta,2026-07-01,2026-08-29,13,125498801,Tamil-language_Indian_films,517,Kaithi_(1951_film)
ta,2026-07-01,2026-08-29,14,7161817,Former_British_colonies,513,Afghanistan
ta,2026-07-01,2026-08-29,15,8467994,Former_socialist_republics,464,Afghanistan
ta,2026-07-01,2026-08-29,16,3919792,Actors,449,Sowcar_Janaki
ta,2026-07-01,2026-08-29,17,7131065,Countries_in_South_Asia,445,Afghanistan
ta,2026-07-01,2026-08-29,18,1457595,History,434,History_of_China
ta,2026-07-01,2026-08-29,19,1458083,Science,413,Morphology_(linguistics)
ta,2026-07-01,2026-08-29,20,6157311,Middle_East,397,Afghanistan
ta,2026-07-01,2026-08-29,21,7214963,West_Asia,377,Afghanistan
ta,2026-07-01,2026-08-29,22,1410960,United_States,371,2026_FIFA_World_Cup
ta,2026-07-01,2026-08-29,23,6158032,Countries_in_West_Asia,366,Afghanistan
ta,2026-07-01,2026-08-29,24,7299025,Lande_in_die_Midde-Ooste,363,Afghanistan
ta,2026-07-01,2026-08-29,25,7143455,Geography_of_Asia,359,Afghanistan
tcy,2026-07-01,2026-08-29,1,106846367,ಕರಾವಳಿ_ವಿಕಿಮೀಡಿಯನ್ಸ್,125,Lakshmi_Sahgal
tcy,2026-07-01,2026-08-29,2,33097425,ಬಾಸೆಲು,100,Kunduvadi_language
tcy,2026-07-01,2026-08-29,3,4960490,Languages,98,Sámi_languages
tcy,2026-07-01,2026-08-29,4,33097446,ವ್ಯಕ್ತಿಲು,68,Abbakka_Chowta
tcy,2026-07-01,2026-08-29,5,1983910,Hinduism,48,Mohiniyattam
tcy,2026-07-01,2026-08-29,6,7145985,Karnataka,28,Abbakka_Chowta
tcy,2026-07-01,2026-08-29,7,7192108,Pages_with_script_errors,26,Hyderabad
tcy,2026-07-01,2026-08-29,8,1457109,Plants,25,Carallia_brachiata
tcy,2026-07-01,2026-08-29,9,33097358,ಊರುಲು,19,Barkur
tcy,2026-07-01,2026-08-29,10,33097467,ಎಲ್ಯ_ಲೇಕೊನೊಲು,15,Vijayanagara_Empire
tcy,2026-07-01,2026-08-29,11,33097434,ರಾಜಕಾರಣಿಲು,13,Nalin_Kumar_Kateel
tcy,2026-07-01,2026-08-29,12,33097380,ಜೈನ_ಅರಸೆರ್,12,Abbakka_Chowta
