target,reference,snapshot_date,rank,category_qid,category_title,gap,overlap_target,overlap_reference,coverage_pct,weighted_score
mrwiki,enwiki,2026-06-23,27,9426286,Алфавит_буйынса_актрисалар,10784,492,11276,0.0436,211627233
mrwiki,enwiki,2026-06-23,28,8246554,American_male_television_actors,11417,209,11626,0.018,208073685
mrwiki,enwiki,2026-06-23,29,33079992,Gamba_Peuniléh,22,2,24,0.0833,205724936
mrwiki,enwiki,2026-06-23,30,6740310,American_voice_actors,4154,248,4402,0.0563,194473828
mrwiki,enwiki,2026-06-23,31,8245580,American_film_actresses,11061,205,11266,0.0182,193223045
mrwiki,enwiki,2026-06-23,32,10074376,Pobo_sakizaya,6,1,7,0.1429,192330935
mrwiki,enwiki,2026-06-23,33,4966679,Wikipedia,390,86,476,0.1807,190822962
mrwiki,enwiki,2026-06-23,34,129212025,Tuveli:Izvopa,371,82,453,0.181,188613716
mrwiki,enwiki,2026-06-23,35,7220786,Selected_anniversaries,5,1,6,0.1667,187018880
mrwiki,enwiki,2026-06-23,36,6426972,American_television_actresses,9208,180,9388,0.0192,186473513
mrwiki,enwiki,2026-06-23,37,7063228,American_singers,7913,144,8057,0.0179,185102203
mrwiki,enwiki,2026-06-23,38,140310923,Actors_estatunidencs_nascuts_al_segle_XX,3002,339,3341,0.1015,183524829
mrwiki,enwiki,2026-06-23,39,6645404,American_actresses,7910,226,8136,0.0278,183393309
mrwiki,enwiki,2026-06-23,40,14914955,21st-century_American_male_actors,7232,182,7414,0.0245,182025711
mrwiki,enwiki,2026-06-23,41,6408784,21st-century_actors,6472,315,6787,0.0464,178893188
mrwiki,enwiki,2026-06-23,42,9715949,Vikipedya:AY,774,504,1278,0.3944,172619191
mrwiki,enwiki,2026-06-23,43,9280440,20th-century_American_people,22172,441,22613,0.0195,171360585
mrwiki,enwiki,2026-06-23,44,8206361,21st-century_American_actresses,7175,191,7366,0.0259,169371073
mrwiki,enwiki,2026-06-23,45,2944611,Wikipedia_administration,29,10,39,0.2564,168151352
mrwiki,enwiki,2026-06-23,46,7217320,Singers,15207,267,15474,0.0173,167436052
mrwiki,enwiki,2026-06-23,47,7031042,American_people_of_Irish_descent,6191,301,6492,0.0464,166944204
mrwiki,enwiki,2026-06-23,48,14914736,20th-century_American_male_actors,10521,208,10729,0.0194,164247950
mrwiki,enwiki,2026-06-23,49,33029934,Articol_in_Milanes,28750,4330,33080,0.1309,161912941
mrwiki,enwiki,2026-06-23,50,6455247,American_film_producers,6069,274,6343,0.0432,161786511
mrwiki,bnwiki,2026-06-23,1,1455458,বাংলাদেশ,1271,231,1502,0.1538,338264
mrwiki,bnwiki,2026-06-23,2,1984000,ইসলাম,2688,260,2948,0.0882,259626
mrwiki,bnwiki,2026-06-23,3,8297418,বাঙালি_ব্যক্তি,562,298,860,0.3465,226436
mrwiki,bnwiki,2026-06-23,4,5611338,ফুটবল,2230,1412,3642,0.3877,219626
mrwiki,bnwiki,2026-06-23,5,8950510,কলকাতা_বিশ্ববিদ্যালয়ের_প্রাক্তন_শিক্ষার্থী,1125,275,1400,0.1964,208720
mrwiki,bnwiki,2026-06-23,6,8297364,বাঙালি_হিন্দু,741,166,907,0.183,203186
mrwiki,bnwiki,2026-06-23,7,7192108,Páginas_con_errores_en_secuencias_de_órdenes,862,1675,2537,0.6602,200185
mrwiki,bnwiki,2026-06-23,8,10095516,ঢাকা_বিশ্ববিদ্যালয়ের_প্রাক্তন_শিক্ষার্থী,1549,18,1567,0.0115,197977
mrwiki,bnwiki,2026-06-23,9,8297423,বাঙালি_লেখক,1259,82,1341,0.0611,181352
mrwiki,bnwiki,2026-06-23,10,1983910,হিন্দুধর্ম,984,1286,2270,0.5665,166112
mrwiki,bnwiki,2026-06-23,11,8287974,বাংলাদেশ_জাতীয়তাবাদী_দলের_রাজনীতিবিদ,912,4,916,0.0044,152701
mrwiki,bnwiki,2026-06-23,12,7116681,পশ্চিমবঙ্গের_ব্যক্তি,384,220,604,0.3642,148571
mrwiki,bnwiki,2026-06-23,13,1411417,ভারত,1418,5346,6764,0.7904,147848
mrwiki,bnwiki,2026-06-23,14,6456601,বাংলাদেশী_ব্যক্তি,458,68,526,0.1293,144795
mrwiki,bnwiki,2026-06-23,15,1457595,ইতিহাস,1033,1216,2249,0.5407,140227
mrwiki,bnwiki,2026-06-23,16,4325,বাংলাদেশের_ইতিহাস,359,69,428,0.1612,137221
mrwiki,bnwiki,2026-06-23,17,2944929,সংস্কৃতি,896,978,1874,0.5219,136413
mrwiki,bnwiki,2026-06-23,18,1457402,জীববিজ্ঞান,1355,803,2158,0.3721,134819
mrwiki,bnwiki,2026-06-23,19,7460289,ইসলামি_পরিভাষা,885,108,993,0.1088,134111
mrwiki,bnwiki,2026-06-23,20,7130623,বাংলা_ভাষার_লেখক,417,60,477,0.1258,132412
mrwiki,bnwiki,2026-06-23,21,1410960,মার্কিন_যুক্তরাষ্ট্র,2580,2221,4801,0.4626,129469
mrwiki,bnwiki,2026-06-23,22,6312404,ফিফা,69,26,95,0.2737,128963
mrwiki,bnwiki,2026-06-23,23,8436106,বর্তমান_ফুটবল_মৌসুম,39,4,43,0.093,128347
mrwiki,bnwiki,2026-06-23,24,1458083,বিজ্ঞান,1192,1127,2319,0.486,128085
mrwiki,bnwiki,2026-06-23,25,138208396,ত্রয়োদশ_জাতীয়_সংসদ_সদস্য,313,0,313,0.0,127496
mrwiki,bnwiki,2026-06-23,26,8204863,২০২৬_ফিফা_বিশ্বকাপ,52,0,52,0.0,126971
mrwiki,bnwiki,2026-06-23,27,7068600,বাংলাদেশী_রাজনীতিবিদ,431,15,446,0.0336,126820
mrwiki,bnwiki,2026-06-23,28,8297344,বাংলা_ভাষার_চলচ্চিত্র,2136,21,2157,0.0097,126763
mrwiki,bnwiki,2026-06-23,29,8055972,مواليد_في_كلكتا,541,196,737,0.2659,124483
mrwiki,bnwiki,2026-06-23,30,105499440,২০শ_শতাব্দীর_বাঙালি,664,59,723,0.0816,123175
mrwiki,bnwiki,2026-06-23,31,1457903,ধর্ম,844,670,1514,0.4425,121529
mrwiki,bnwiki,2026-06-23,32,6015449,বাংলা_সাহিত্য,234,28,262,0.1069,116802
mrwiki,bnwiki,2026-06-23,33,1457982,ক্রীড়া,1087,1808,2895,0.6245,113889
mrwiki,bnwiki,2026-06-23,34,15136349,২০২৬-এ_ফুটবল,30,0,30,0.0,112905
mrwiki,bnwiki,2026-06-23,35,8303056,যৌনতা,326,113,439,0.2574,112726
mrwiki,bnwiki,2026-06-23,36,6177550,পূর্ব_নির্ধারিত_ফুটবল_প্রতিযোগিতা,102,0,102,0.0,112332
mrwiki,bnwiki,2026-06-23,37,7777923,বাংলার_ইতিহাস,317,59,376,0.1569,112029
mrwiki,bnwiki,2026-06-23,38,5650379,Association_football_competitions_for_national_teams,66,10,76,0.1316,111013
mrwiki,bnwiki,2026-06-23,39,5753390,রাজনীতিবিদ,1407,1036,2443,0.4241,110291
mrwiki,bnwiki,2026-06-23,40,6156696,মৃত_ব্যক্তি,544,897,1441,0.6225,110202
mrwiki,bnwiki,2026-06-23,41,7130256,ইসলামের_ইতিহাস,996,116,1112,0.1043,109218
mrwiki,bnwiki,2026-06-23,42,113522523,Fußballveranstaltung_2026,9,0,9,0.0,108182
mrwiki,bnwiki,2026-06-23,43,7015591,ফুটবল_প্রতিযোগিতা,121,35,156,0.2244,106102
mrwiki,bnwiki,2026-06-23,44,4095812,চিকিৎসাবিজ্ঞান,1131,549,1680,0.3268,105646
mrwiki,bnwiki,2026-06-23,45,6466307,কলকাতার_ব্যক্তি,246,159,405,0.3926,105054
mrwiki,bnwiki,2026-06-23,46,55079774,2026_in_American_sports,3,0,3,0.0,103215
mrwiki,bnwiki,2026-06-23,47,125073728,2026_in_American_soccer,3,0,3,0.0,103169
mrwiki,bnwiki,2026-06-23,48,113354499,July_2026,2,0,2,0.0,103161
mrwiki,bnwiki,2026-06-23,49,113355930,July_2026_sports_events_in_North_America,2,0,2,0.0,103161
mrwiki,bnwiki,2026-06-23,50,7146693,পশ্চিমবঙ্গ,244,113,357,0.3165,103114
mrwiki,hiwiki,2026-06-23,1,1411417,भारत,2336,5346,7682,0.6959,921199
mrwiki,hiwiki,2026-06-23,2,1983910,हिन्दू_धर्म,1127,1286,2413,0.5329,757141
mrwiki,hiwiki,2026-06-23,3,4630,भारत_का_इतिहास,767,832,1599,0.5203,513653
mrwiki,hiwiki,2026-06-23,4,6994462,भारत_के_लोग,840,2278,3118,0.7306,422865
mrwiki,hiwiki,2026-06-23,5,1457595,इतिहास,1040,1216,2256,0.539,357396
mrwiki,hiwiki,2026-06-23,6,5668044,भारतीय_फ़िल्में,2992,1468,4460,0.3291,349314
mrwiki,hiwiki,2026-06-23,7,2944929,संस्कृति,877,978,1855,0.5272,289677
mrwiki,hiwiki,2026-06-23,8,1458083,विज्ञान,1455,1127,2582,0.4365,277479
mrwiki,hiwiki,2026-06-23,9,7214658,भारत_के_नगर,1059,903,1962,0.4602,250309
mrwiki,hiwiki,2026-06-23,10,7023926,संस्कृत_शब्द,372,478,850,0.5624,247239
mrwiki,hiwiki,2026-06-23,11,1457402,जीव_विज्ञान,1282,803,2085,0.3851,242111
mrwiki,hiwiki,2026-06-23,12,7192108,Páginas_con_errores_en_secuencias_de_órdenes,674,1675,2349,0.7131,237644
mrwiki,hiwiki,2026-06-23,13,1457903,धर्म,529,670,1199,0.5588,227409
mrwiki,hiwiki,2026-06-23,14,5897849,स्रोतहीन_लेख,752,1497,2249,0.6656,224583
mrwiki,hiwiki,2026-06-23,15,4103183,राजनीति,744,712,1456,0.489,224093
mrwiki,hiwiki,2026-06-23,16,6834346,भारतीय_लेखक,515,562,1077,0.5218,223160
mrwiki,hiwiki,2026-06-23,17,9848152,हिन्दी_फ़िल्में,2052,1315,3367,0.3906,221783
mrwiki,hiwiki,2026-06-23,18,1984000,इस्लाम,1017,260,1277,0.2036,196352
mrwiki,hiwiki,2026-06-23,19,28582468,चित्र_के_साथ_ज्ञानसन्दूक_अवस्थापन_प्रयोग_करने_वाले_लेख,1184,656,1840,0.3565,191416
mrwiki,hiwiki,2026-06-23,20,1457673,भूगोल,935,1975,2910,0.6787,189440
mrwiki,hiwiki,2026-06-23,21,8514332,हिन्दी_साहित्य,544,47,591,0.0795,188872
mrwiki,hiwiki,2026-06-23,22,7291943,भारतीय_संस्कृति,324,457,781,0.5851,185617
mrwiki,hiwiki,2026-06-23,23,7146649,उत्तर_प्रदेश,313,213,526,0.4049,178759
mrwiki,hiwiki,2026-06-23,24,6483339,भारतीय_साहित्य,210,243,453,0.5364,178397
mrwiki,hiwiki,2026-06-23,25,7368887,वैष्णव_सम्प्रदाय,145,151,296,0.5101,177018
mrwiki,hiwiki,2026-06-23,26,1983674,दर्शन,762,416,1178,0.3531,175783
mrwiki,hiwiki,2026-06-23,27,8134731,उत्तराखण्ड,10676,86,10762,0.008,175217
mrwiki,hiwiki,2026-06-23,28,7116595,उत्तर_प्रदेश_के_लोग,273,265,538,0.4926,173537
mrwiki,hiwiki,2026-06-23,29,7030643,भारतीय_हिन्दू,190,557,747,0.7456,173123
mrwiki,hiwiki,2026-06-23,30,8514335,हिन्दी_कवि,230,78,308,0.2532,172975
mrwiki,hiwiki,2026-06-23,31,6944392,भारतीय_राजनीति,122,281,403,0.6973,171510
mrwiki,hiwiki,2026-06-23,32,8514418,हिन्दू_तीर्थ_स्थल,128,96,224,0.4286,167672
mrwiki,hiwiki,2026-06-23,33,8299881,बिहार,579,142,721,0.1969,167360
mrwiki,hiwiki,2026-06-23,34,6508,खगोलशास्त्र,621,434,1055,0.4114,165273
mrwiki,hiwiki,2026-06-23,35,8259,साहित्य,680,451,1131,0.3988,164783
mrwiki,hiwiki,2026-06-23,36,7145024,भारतीय_मुस्लिम,522,397,919,0.432,164474
mrwiki,hiwiki,2026-06-23,37,7479566,हिन्दू_मन्दिर,193,194,387,0.5013,164354
mrwiki,hiwiki,2026-06-23,38,3919792,अभिनेता,805,1592,2397,0.6642,162410
mrwiki,hiwiki,2026-06-23,39,9852995,مبانى_عباده,350,112,462,0.2424,160636
mrwiki,hiwiki,2026-06-23,40,7066567,भारतीय_कवि,264,223,487,0.4579,160141
mrwiki,hiwiki,2026-06-23,41,9705320,Endrika_ampiasaina_amin'ny_jeografia,968,1614,2582,0.6251,159095
mrwiki,hiwiki,2026-06-23,42,1457756,समाज,573,456,1029,0.4431,157302
mrwiki,hiwiki,2026-06-23,43,8703545,संस्कृत,268,193,461,0.4187,155579
mrwiki,hiwiki,2026-06-23,44,4095812,आयुर्विज्ञान,1184,549,1733,0.3168,154855
mrwiki,hiwiki,2026-06-23,45,9727294,ಕಡತ_ಕೊಂಡಿಗಳು_ಮುರಿದಿರುವ_ಪುಟಗಳು,273,739,1012,0.7302,150512
mrwiki,hiwiki,2026-06-23,46,7024688,भारतीय_अभिनेता,379,910,1289,0.706,149333
mrwiki,hiwiki,2026-06-23,47,8545259,भारतीय_स्वतन्त्रता_संग्राम,201,286,487,0.5873,148721
mrwiki,hiwiki,2026-06-23,48,9795474,جميع_مقالات_البذور,564,1071,1635,0.655,148340
mrwiki,hiwiki,2026-06-23,49,7006468,भारतीय_सम्राट,264,196,460,0.4261,148292
mrwiki,hiwiki,2026-06-23,50,33044957,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ,654,851,1505,0.5654,144973
mrwiki,tawiki,2026-06-23,1,125498801,இந்தியத்_தமிழ்த்_திரைப்படங்கள்,5589,52,5641,0.0092,451664
mrwiki,tawiki,2026-06-23,2,8828978,தமிழ்த்_திரைப்படங்கள்,2179,66,2245,0.0294,263823
mrwiki,tawiki,2026-06-23,3,1411417,இந்தியா,2235,5346,7581,0.7052,179915
mrwiki,tawiki,2026-06-23,4,1983910,இந்து_சமயம்,1295,1286,2581,0.4983,168606
mrwiki,tawiki,2026-06-23,5,15271863,தமிழ்த்_திரைப்பட_நடிகர்கள்,703,193,896,0.2154,143797
mrwiki,tawiki,2026-06-23,6,7146096,தமிழ்நாடு,275,217,492,0.4411,100318
mrwiki,tawiki,2026-06-23,7,1457402,உயிரியல்,1420,803,2223,0.3612,94469
mrwiki,tawiki,2026-06-23,8,6375729,தமிழ்_இலக்கியம்,242,22,264,0.0833,92858
mrwiki,tawiki,2026-06-23,9,8773403,தமிழக_அரசியல்,323,20,343,0.0583,85796
mrwiki,tawiki,2026-06-23,10,7234405,தமிழ்நாட்டினர்,188,132,320,0.4125,84267
mrwiki,tawiki,2026-06-23,11,9852995,مبانى_عباده,823,112,935,0.1198,83960
mrwiki,tawiki,2026-06-23,12,16816615,இளையராஜா_இசையமைத்த_திரைப்படங்கள்,667,9,676,0.0133,83771
mrwiki,tawiki,2026-06-23,13,8829132,தமிழக_அரசியல்வாதிகள்,290,116,406,0.2857,81742
mrwiki,tawiki,2026-06-23,14,8829239,தமிழ்த்_திரைப்பட_இயக்குநர்கள்,371,112,483,0.2319,81679
mrwiki,tawiki,2026-06-23,15,8544606,இந்தியத்_தமிழர்,152,72,224,0.3214,79867
mrwiki,tawiki,2026-06-23,16,8829234,தமிழ்த்_திரைப்பட_நடிகைகள்,713,322,1035,0.3111,77971
mrwiki,tawiki,2026-06-23,17,8389687,திராவிட_முன்னேற்றக்_கழக_அரசியல்வாதிகள்,623,71,694,0.1023,77808
mrwiki,tawiki,2026-06-23,18,1458083,அறிவியல்,1142,1127,2269,0.4967,77727
mrwiki,tawiki,2026-06-23,19,15208831,தமிழ்_நடிகர்கள்,209,87,296,0.2939,76654
mrwiki,tawiki,2026-06-23,20,16806549,மறு_ஆக்கம்_செய்யப்பட்ட_தமிழ்த்_திரைப்படங்கள்,526,8,534,0.015,75600
mrwiki,tawiki,2026-06-23,21,7711756,அறிமுக_இயக்குநர்_திரைப்படங்கள்,554,131,685,0.1912,74192
mrwiki,tawiki,2026-06-23,22,7705588,தமிழ்நாடு_மாநிலத்திலுள்ள_ஊர்களும்_நகரங்களும்,889,67,956,0.0701,74130
mrwiki,tawiki,2026-06-23,23,45360258,Populated_places_in_Tamil_Nadu,895,58,953,0.0609,73163
mrwiki,tawiki,2026-06-23,24,19549556,தென்னிந்திய_பிலிம்பேர்_விருதுகளை_வென்றவர்கள்,251,231,482,0.4793,72191
mrwiki,tawiki,2026-06-23,25,4095812,மருத்துவம்,1113,549,1662,0.3303,71521
mrwiki,tawiki,2026-06-23,26,32910244,தேவாரம்_பாடல்_பெற்ற_சிவன்_கோயில்கள்,285,7,292,0.024,71064
mrwiki,tawiki,2026-06-23,27,6994462,இந்தியர்கள்,865,2278,3143,0.7248,69165
mrwiki,tawiki,2026-06-23,28,7021473,தமிழக_அரசு_திரைப்பட_விருது_வெற்றியாளர்கள்,116,120,236,0.5085,67081
mrwiki,tawiki,2026-06-23,29,10082887,பாடல்_பெற்ற_தலங்கள்,269,6,275,0.0218,65856
mrwiki,tawiki,2026-06-23,30,2944929,பண்பாடு,752,978,1730,0.5653,65380
mrwiki,tawiki,2026-06-23,31,16790110,தமிழ்நாட்டு_நடிகர்கள்,152,24,176,0.1364,65329
mrwiki,tawiki,2026-06-23,32,8829471,தமிழ்க்_கவிஞர்கள்,187,19,206,0.0922,64505
mrwiki,tawiki,2026-06-23,33,28461189,Films_shot_in_Chennai,456,27,483,0.0559,62938
mrwiki,tawiki,2026-06-23,34,25220062,தமிழக_எழுத்தாளர்கள்,767,21,788,0.0266,61661
mrwiki,tawiki,2026-06-23,35,1457595,வரலாறு,868,1216,2084,0.5835,59910
mrwiki,tawiki,2026-06-23,36,8637627,கலைமாமணி_விருது_பெற்றவர்கள்,234,90,324,0.2778,57985
mrwiki,tawiki,2026-06-23,37,9916522,தெலுங்குத்_திரைப்பட_நடிகைகள்,487,303,790,0.3835,57803
mrwiki,tawiki,2026-06-23,38,8955996,தமிழர்,138,132,270,0.4889,57415
mrwiki,tawiki,2026-06-23,39,4630,இந்திய_வரலாறு,718,832,1550,0.5368,57147
mrwiki,tawiki,2026-06-23,40,4678533,Əlifba_sırasına_görə_heyvanlar,2302,476,2778,0.1713,56326
mrwiki,tawiki,2026-06-23,41,6544235,மலையாளத்_திரைப்பட_நடிகைகள்,454,236,690,0.342,56282
mrwiki,tawiki,2026-06-23,42,106748938,16_ஆவது_தமிழ்நாடு_சட்டமன்ற_உறுப்பினர்கள்,238,12,250,0.048,55323
mrwiki,tawiki,2026-06-23,43,30513052,14_ஆவது_தமிழ்நாடு_சட்டமன்ற_உறுப்பினர்கள்,236,9,245,0.0367,55161
mrwiki,tawiki,2026-06-23,44,5668044,இந்தியத்_திரைப்படங்கள்,811,1468,2279,0.6441,54878
mrwiki,tawiki,2026-06-23,45,8235571,அனைத்திந்திய_அண்ணா_திராவிட_முன்னேற்றக்_கழக_அரசியல்வாதிகள்,650,62,712,0.0871,54703
mrwiki,tawiki,2026-06-23,46,139672559,17_ஆவது_தமிழ்நாடு_சட்டமன்ற_உறுப்பினர்கள்,59,8,67,0.1194,52809
mrwiki,tawiki,2026-06-23,47,1457109,தாவரங்கள்,633,538,1171,0.4594,52716
mrwiki,tawiki,2026-06-23,48,30513027,15_ஆவது_தமிழ்நாடு_சட்டமன்ற_உறுப்பினர்கள்,229,9,238,0.0378,51734
mrwiki,tawiki,2026-06-23,49,10134118,விக்கிப்படுத்தப்பட_வேண்டிய_கட்டுரைகள்,530,102,632,0.1614,51519
mrwiki,tawiki,2026-06-23,50,61379777,2018_தமிழ்த்_திரைப்படங்கள்,121,2,123,0.0163,51183
mrwiki,tewiki,2026-06-23,1,1411417,India,3090,5346,8436,0.6337,168443
mrwiki,tewiki,2026-06-23,2,1983910,హిందూమతం,957,1286,2243,0.5733,106532
mrwiki,tewiki,2026-06-23,3,8838328,తెలుగు_సినిమాలు,792,25,817,0.0306,95723
mrwiki,tewiki,2026-06-23,4,9916522,తెలుగు_సినిమా_నటీమణులు,941,303,1244,0.2436,89440
mrwiki,tewiki,2026-06-23,5,8545100,భారతీయ_సినిమా_నటీమణులు,2015,802,2817,0.2847,85132
mrwiki,tewiki,2026-06-23,6,8838402,తెలుగువారు,611,169,780,0.2167,85108
mrwiki,tewiki,2026-06-23,7,8838370,తెలుగు_సినిమా_నటులు,627,82,709,0.1157,83628
mrwiki,tewiki,2026-06-23,8,15271864,Male_actors_in_Telugu_cinema,459,154,613,0.2512,73639
mrwiki,tewiki,2026-06-23,9,7238283,ఆంధ్రప్రదేశ్,2933,125,3058,0.0409,72023
mrwiki,tewiki,2026-06-23,10,15280486,Nandi_Award_winners,257,101,358,0.2821,71415
mrwiki,tewiki,2026-06-23,11,8829234,తమిళ_సినిమా_నటీమణులు,985,322,1307,0.2464,70981
mrwiki,tewiki,2026-06-23,12,15136951,21వ_శతాబ్దపు_భారతీయ_నటీమణులు,1723,647,2370,0.273,69967
mrwiki,tewiki,2026-06-23,13,3919792,నటులు,1490,1592,3082,0.5165,68566
mrwiki,tewiki,2026-06-23,14,15264151,Indian_male_film_actors,823,683,1506,0.4535,68055
mrwiki,tewiki,2026-06-23,15,19549556,Filmfare_Awards_South_winners,304,231,535,0.4318,61272
mrwiki,tewiki,2026-06-23,16,8838381,తెలుగు_సినిమా_దర్శకులు,407,42,449,0.0935,58407
mrwiki,tewiki,2026-06-23,17,6994462,భారతీయులు,868,2278,3146,0.7241,54089
mrwiki,tewiki,2026-06-23,18,16808056,Telugu_male_actors,290,40,330,0.1212,51272
mrwiki,tewiki,2026-06-23,19,6544235,మలయాళం_సినిమా_నటీమణులు,743,236,979,0.2411,49275
mrwiki,tewiki,2026-06-23,20,5668044,భారతీయ_సినిమాలు,994,1468,2462,0.5963,48942
mrwiki,tewiki,2026-06-23,21,15271863,Male_actors_in_Tamil_cinema,426,193,619,0.3118,48829
mrwiki,tewiki,2026-06-23,22,15136953,21st-century_Indian_male_actors,638,506,1144,0.4423,46849
mrwiki,tewiki,2026-06-23,23,8838408,Telugu_politicians,464,88,552,0.1594,44934
mrwiki,tewiki,2026-06-23,24,6467274,భారతీయ_నటీమణులు,902,631,1533,0.4116,44454
mrwiki,tewiki,2026-06-23,25,8570341,కన్నడ_సినిమా_నటీమణులు,572,206,778,0.2648,43799
mrwiki,tewiki,2026-06-23,26,19359093,"Films_shot_in_Hyderabad,_India",529,38,567,0.067,43395
mrwiki,tewiki,2026-06-23,27,8838360,తెలుగుదేశం_పార్టీ_రాజకీయ_నాయకులు,423,54,477,0.1132,41769
mrwiki,tewiki,2026-06-23,28,30793434,South_Indian_International_Movie_Awards_winners,153,106,259,0.4093,41276
mrwiki,tewiki,2026-06-23,29,8838415,తెలుగు_కవులు,736,19,755,0.0252,40835
mrwiki,tewiki,2026-06-23,30,32990022,బ్రహ్మానందం_నటించిన_సినిమాలు,754,1,755,0.0013,40440
mrwiki,tewiki,2026-06-23,31,9898839,విస్తరించవలసిన_వ్యాసాలు,605,511,1116,0.4579,39214
mrwiki,tewiki,2026-06-23,32,8514322,హిందీ_సినిమా_నటీమణులు,930,705,1635,0.4312,38463
mrwiki,tewiki,2026-06-23,33,15136459,20th-century_Indian_male_actors,327,389,716,0.5433,38285
mrwiki,tewiki,2026-06-23,34,7116650,ఆంధ్రప్రదేశ్_వ్యక్తులు,281,99,380,0.2605,38059
mrwiki,tewiki,2026-06-23,35,138797084,2026_తెలుగు_సినిమాలు,50,3,53,0.0566,37053
mrwiki,tewiki,2026-06-23,36,8833948,తెలంగాణ,240,64,304,0.2105,35902
mrwiki,tewiki,2026-06-23,37,125498801,Tamil-language_Indian_films,802,52,854,0.0609,35691
mrwiki,tewiki,2026-06-23,38,13242461,20వ_శతాబ్ద_భారతీయ_నటీమణులు,652,384,1036,0.3707,35335
mrwiki,tewiki,2026-06-23,39,16808048,Telugu_films_remade_in_other_languages,395,3,398,0.0075,34285
mrwiki,tewiki,2026-06-23,40,16789570,Male_actors_from_Andhra_Pradesh,170,27,197,0.1371,31441
mrwiki,tewiki,2026-06-23,41,8545810,భారతీయ_టెలివిజన్_నటీమణులు,991,496,1487,0.3336,30858
mrwiki,tewiki,2026-06-23,42,7089019,భారతదేశ_గ్రామాలు,1900,206,2106,0.0978,30756
mrwiki,tewiki,2026-06-23,43,9822362,తెలుగు_సినిమా,106,13,119,0.1092,30751
mrwiki,tewiki,2026-06-23,44,16808042,Telugu_film_producers,166,24,190,0.1263,29990
mrwiki,tewiki,2026-06-23,45,32990197,సత్యనారాయణ_నటించిన_సినిమాలు,510,0,510,0.0,29621
mrwiki,tewiki,2026-06-23,46,5610882,Articles_with_'species'_microformats,558,561,1119,0.5013,29344
mrwiki,tewiki,2026-06-23,47,32990031,చంద్రమోహన్_నటించిన_సినిమాలు,528,0,528,0.0,29289
mrwiki,tewiki,2026-06-23,48,15080239,తెలుగు_నటీమణులు,185,73,258,0.2829,29016
mrwiki,tewiki,2026-06-23,49,9821166,తెలుగు_రచయితలు,845,10,855,0.0117,28808
mrwiki,tewiki,2026-06-23,50,32986647,తెలుగు_కుటుంబకథా_సినిమాలు,567,1,568,0.0018,28360
mrwiki,mlwiki,2026-06-23,1,8601100,മലയാളം_എഴുത്തുകാർ,439,29,468,0.062,121744
mrwiki,mlwiki,2026-06-23,2,8601086,മലയാളകവികൾ,263,10,273,0.0366,103142
mrwiki,mlwiki,2026-06-23,3,28399465,Poets_from_Kerala,135,11,146,0.0753,83606
mrwiki,mlwiki,2026-06-23,4,7051430,മലയാളികൾ,552,167,719,0.2323,78883
mrwiki,mlwiki,2026-06-23,5,8637632,കേരള_സാഹിത്യ_അക്കാദമി_പുരസ്കാരം_ലഭിച്ചവർ,334,16,350,0.0457,72894
mrwiki,mlwiki,2026-06-23,6,8891990,ഔഷധസസ്യങ്ങൾ,1213,374,1587,0.2357,70730
mrwiki,mlwiki,2026-06-23,7,1457109,സസ്യങ്ങൾ,1299,538,1837,0.2929,68069
mrwiki,mlwiki,2026-06-23,8,7116687,കേരളീയർ,273,110,383,0.2872,64647
mrwiki,mlwiki,2026-06-23,9,1457402,ജീവശാസ്ത്രം,1063,803,1866,0.4303,60555
mrwiki,mlwiki,2026-06-23,10,14513212,കേരളത്തിലെ_സസ്യജാലം,1011,248,1259,0.197,59444
mrwiki,mlwiki,2026-06-23,11,6262773,കേരളം,349,173,522,0.3314,58486
mrwiki,mlwiki,2026-06-23,12,15271862,മലയാളചലച്ചിത്രനടന്മാർ,427,89,516,0.1725,56691
mrwiki,mlwiki,2026-06-23,13,4678533,Əlifba_sırasına_görə_heyvanlar,1819,476,2295,0.2074,54050
mrwiki,mlwiki,2026-06-23,14,7021413,Kerala_State_Film_Award_winners,216,75,291,0.2577,53739
mrwiki,mlwiki,2026-06-23,15,15918083,കാൾ_ലിനേയസ്_നാമകരണം_ചെയ്തവ,858,392,1250,0.3136,48858
mrwiki,mlwiki,2026-06-23,16,8954432,Writers_from_Kerala,188,25,213,0.1174,47849
mrwiki,mlwiki,2026-06-23,17,4095812,വൈദ്യശാസ്ത്രം,869,549,1418,0.3872,44849
mrwiki,mlwiki,2026-06-23,18,5610882,«نوع»_میکروفورماتلاری_اولان_مقاله‌لر,489,561,1050,0.5343,44541
mrwiki,mlwiki,2026-06-23,19,6641172,വൃക്ഷങ്ങൾ,819,250,1069,0.2339,42772
mrwiki,mlwiki,2026-06-23,20,10022040,मलयालम_साहित्यकार,25,11,36,0.3056,42292
mrwiki,mlwiki,2026-06-23,21,1458083,ശാസ്ത്രം,727,1127,1854,0.6079,41552
mrwiki,mlwiki,2026-06-23,22,8638955,കേന്ദ്ര_സാഹിത്യ_അക്കാദമി_പുരസ്കാരം_ലഭിച്ച_മലയാളികൾ,71,16,87,0.1839,41089
