lang,start_date,end_date,rank,category_qid,category_en,views,top_article_en
ml,2026-07-01,2026-08-29,6,1457595,History,207127,Ramayana
ml,2026-07-01,2026-08-29,7,6262773,Kerala,195870,Onam
ml,2026-07-01,2026-08-29,8,8601100,Malayalam-language_writers,192738,Vaikom_Muhammad_Basheer
ml,2026-07-01,2026-08-29,9,5668044,Indian_films,103383,Malayalam_cinema
ml,2026-07-01,2026-08-29,10,5611338,Association_football,93150,Lionel_Messi
ml,2026-07-01,2026-08-29,11,6994462,Indian_people,293129,Mahatma_Gandhi
ml,2026-07-01,2026-08-29,12,1458083,Science,168863,Sexual_intercourse
ml,2026-07-01,2026-08-29,13,1410960,United_States,100242,2026_FIFA_World_Cup
ml,2026-07-01,2026-08-29,14,1983866,Christianity,96848,Alphonsa_of_the_Immaculate_Conception
ml,2026-07-01,2026-08-29,15,4095812,Medicine,127902,Masturbation
ml,2026-07-01,2026-08-29,16,7089019,Villages_in_India,58202,Vagamon
ml,2026-07-01,2026-08-29,17,8601080,Malayalam_novels,47721,Pathummayude_Aadu
ml,2026-07-01,2026-08-29,18,2944929,Culture,196378,Onam
ml,2026-07-01,2026-08-29,19,8544526,Indian_National_Congress_politicians_from_Kerala,49022,P._Krishna_Pillai
ml,2026-07-01,2026-08-29,20,4966070,Calendars,50829,Astrology
ml,2026-07-01,2026-08-29,21,6544235,Actresses_in_Malayalam_cinema,107470,Mamitha_Baiju
ml,2026-07-01,2026-08-29,22,7051430,Malayali_people,205078,Vaikom_Muhammad_Basheer
ml,2026-07-01,2026-08-29,23,1984000,Islam,83560,Muhammad
ml,2026-07-01,2026-08-29,24,8259,Literature,102664,Vande_Mataram
ml,2026-07-01,2026-08-29,25,4630,History_of_India,176984,Independence_Day_(India)
mni,2026-07-01,2026-08-29,1,23706330,Bu_dem_liwot,9309,Spain
mni,2026-07-01,2026-08-29,2,15271861,Male_actors_in_Hindi_cinema,7002,ꯕꯣꯜꯂꯤꯋꯨꯗ_ꯃꯃꯤ_ꯀꯨꯝꯃꯩ_ꯀꯨꯝꯕ_ꯁꯛꯇꯝ_ꯂꯥꯡꯕ_ꯁꯤꯟꯂꯣꯢꯁꯤꯡꯒꯤ_ꯃꯃꯤꯡ_ꯄꯔꯤꯡ
mni,2026-07-01,2026-08-29,3,22914718,Commons_category_link_is_on_Wikidata,7070,Year
mni,2026-07-01,2026-08-29,4,106367975,Meitei_mythology,5107,Numit_Kappa
mni,2026-07-01,2026-08-29,5,8222586,Aesop's_Fables,3429,The_Frogs_and_the_Sun
mni,2026-07-01,2026-08-29,6,4935,Roman_gods,2982,Zeus
mni,2026-07-01,2026-08-29,7,4966679,Wikipedia,2986,Wikipedia
mni,2026-07-01,2026-08-29,8,49670353,Ô_iā_sâ̤_diŏng_dù_béng-chiā_cê̤ṳ-dông_sáuk-bóng_gì_hiĕk,3696,Manipur
mni,2026-07-01,2026-08-29,9,10018007,Languages_of_Manipur,2073,Meitei_language
mni,2026-07-01,2026-08-29,10,8737310,Shinto_kami,1865,Watatsumi
mni,2026-07-01,2026-08-29,11,22115487,Panid_ti_Wikipedia_nga_agraman_iti_nalemmeng_a_pagilian,2060,Imphal
mni,2026-07-01,2026-08-29,12,59244176,لينكات_التصانيف_منشوره_معروفه_محلى,1578,List_of_colors_(alphabetical)
mni,2026-07-01,2026-08-29,13,6447755,States_of_the_United_States,1476,United_States
mni,2026-07-01,2026-08-29,14,9506975,Cities_in_the_United_Kingdom,1077,Belfast
mni,2026-07-01,2026-08-29,15,7098157,Mughal_Empire,708,Mughal_Empire
mni,2026-07-01,2026-08-29,16,5897528,Constitutions_by_country,655,List_of_national_constitutions
mni,2026-07-01,2026-08-29,17,8268434,أرتيكلات_كيخدمو_صنادق_د_معلومات_بلا_صفوف_د_الداطا,716,Ganesha
mni,2026-07-01,2026-08-29,18,61372259,साहित्य_अकादमी_द्वारा_पुरस्कृत_मणिपुरी_भाषा_की_पुस्तकें,663,ꯃꯃꯥꯡ_ꯂꯩꯀꯥꯢ_ꯊꯝꯕꯥꯜ_ꯁꯥꯠꯂꯦ
mni,2026-07-01,2026-08-29,19,9077970,Ukrainian_people,501,ꯒ꯭ꯔꯤꯠꯁꯦꯟꯀꯣ_ꯑꯦꯟꯗ꯭ꯔꯦ_ꯄꯦꯇ꯭ꯔꯣꯚꯤꯛ
mni,2026-07-01,2026-08-29,20,6543743,Drinks,442,Water
mni,2026-07-01,2026-08-29,21,8732488,Children's_book_series,284,Alice's_Adventures_in_Wonderland
mni,2026-07-01,2026-08-29,22,7331374,Polo,229,Manipuri_pony
mni,2026-07-01,2026-08-29,23,5964,Авикипедиа:Акандидат_ирласу_аныхразы,915,India
mni,2026-07-01,2026-08-29,24,7221363,Ашаблонқәа:Lua_ашаблонқәа,160,Xiaomi
mni,2026-07-01,2026-08-29,25,8383741,Districts_of_Meghalaya,127,List_of_districts_of_Meghalaya
mr,2026-07-01,2026-08-29,1,1411417,India,878124,Annabhau_Sathe
mr,2026-07-01,2026-08-29,2,25351284,कायमचे_मृत_बाह्य_दुवे_असणारे_लेख,500246,Annabhau_Sathe
mr,2026-07-01,2026-08-29,3,1983910,Hinduism,471504,Shivaji
mr,2026-07-01,2026-08-29,4,8607868,Marathi_people,348740,Bal_Gangadhar_Tilak
mr,2026-07-01,2026-08-29,5,1457673,Geography,220439,Cardinal_direction
mr,2026-07-01,2026-08-29,6,7238246,Maharashtra,337115,Shivaji
mr,2026-07-01,2026-08-29,7,1457402,Biology,137584,Mother
mr,2026-07-01,2026-08-29,8,1457595,History,236367,Shivaji
mr,2026-07-01,2026-08-29,9,8607853,Marathi-language_writers,276421,Annabhau_Sathe
mr,2026-07-01,2026-08-29,10,8595825,Politicians_from_Maharashtra,212428,Bal_Gangadhar_Tilak
mr,2026-07-01,2026-08-29,11,8271769,Assembly_constituencies_of_Maharashtra,79133,List_of_constituencies_of_the_Maharashtra_Legislative_Assembly
mr,2026-07-01,2026-08-29,12,1457109,Plants,108955,Saussurea_obvallata
mr,2026-07-01,2026-08-29,13,1458083,Science,166002,Solar_System
mr,2026-07-01,2026-08-29,14,7030483,Indian_politicians,355189,Annabhau_Sathe
mr,2026-07-01,2026-08-29,15,59771339,Unreferenced,96899,Matka_gambling
mr,2026-07-01,2026-08-29,16,2945924,Lists,142148,List_of_districts_of_Maharashtra
mr,2026-07-01,2026-08-29,17,1457982,Sports,74552,Cricket
mr,2026-07-01,2026-08-29,18,15272044,Marathi-language_television_shows,44665,वीण_दोघांतली_ही_तुटेना
mr,2026-07-01,2026-08-29,19,2945300,Years,45055,Ekadashi
mr,2026-07-01,2026-08-29,20,4630,History_of_India,357618,Bal_Gangadhar_Tilak
mr,2026-07-01,2026-08-29,21,7705378,Cities_in_Maharashtra,79033,Pandharpur
mr,2026-07-01,2026-08-29,22,6493807,Cricket,66181,Cricket
mr,2026-07-01,2026-08-29,23,10045628,विकिकरण_करण्याजोगे_लेख,75969,पसायदान
mr,2026-07-01,2026-08-29,24,9848152,Hindi-language_films,35508,Nana_Patekar
mr,2026-07-01,2026-08-29,25,8544429,Indian_Buddhists,78728,Sonam_Wangchuk
ne,2026-07-01,2026-08-29,1,7085149,Nepal,153688,Bhanubhakta_Acharya
ne,2026-07-01,2026-08-29,2,1983910,Hinduism,83516,Nepal
ne,2026-07-01,2026-08-29,3,1457673,Geography,91937,Nepal
ne,2026-07-01,2026-08-29,4,1411417,India,61155,Nepal
ne,2026-07-01,2026-08-29,5,1458083,Science,37795,Climate_change
ne,2026-07-01,2026-08-29,6,4274,History_of_Nepal,58205,Nepal
ne,2026-07-01,2026-08-29,7,105484076,Rural_municipalities_of_Nepal_established_in_2017,27187,Chisankhugadhi_Rural_Municipality
ne,2026-07-01,2026-08-29,8,4103183,Politics,33067,Nepali_Congress
ne,2026-07-01,2026-08-29,9,1457402,Biology,28812,Tooth
ne,2026-07-01,2026-08-29,10,1410960,United_States,23596,Mia_Khalifa
ne,2026-07-01,2026-08-29,11,2944929,Culture,51442,Naga_Panchami
ne,2026-07-01,2026-08-29,12,7287077,Cities_in_Nepal,33966,Kathmandu
ne,2026-07-01,2026-08-29,13,9790528,नेपाली_साहित्यकारसभ,26567,Bhanubhakta_Acharya
ne,2026-07-01,2026-08-29,14,7029083,Nepalese_politicians,34055,Laxmi_Prasad_Devkota
ne,2026-07-01,2026-08-29,15,1457109,Plants,20543,Riddle
ne,2026-07-01,2026-08-29,16,1457982,Sports,15719,2026_FIFA_World_Cup
ne,2026-07-01,2026-08-29,17,8496447,Government_of_Nepal,22513,नेपालको_संविधान_२०७२
ne,2026-07-01,2026-08-29,18,6378334,Wikipedia:Wikificar,27905,Climate_change
ne,2026-07-01,2026-08-29,19,6457292,Populated_places_in_Nepal,30900,Kathmandu
ne,2026-07-01,2026-08-29,20,7031185,Nepalese_people,45914,Bhanubhakta_Acharya
ne,2026-07-01,2026-08-29,21,4049595,Internet,10568,YouTube
ne,2026-07-01,2026-08-29,22,4026633,Economics,17581,Climate_change
ne,2026-07-01,2026-08-29,23,1457595,History,35637,History_of_Nepal
ne,2026-07-01,2026-08-29,24,7282217,Culture_of_Nepal,30597,Nepali_language
ne,2026-07-01,2026-08-29,25,8301302,Birds_of_Nepal,7793,Himalayan_monal
new,2026-07-01,2026-08-29,1,9719128,दँ,82784,1186
new,2026-07-01,2026-08-29,2,1457673,Geography,58460,Japan
new,2026-07-01,2026-08-29,3,8134731,Uttarakhand,51124,"ढिगारखोली,_गंगोलीहाट_तहसील"
new,2026-07-01,2026-08-29,4,8838328,Telugu-language_films,32654,Criminal_(1994_film)
new,2026-07-01,2026-08-29,5,5668044,Indian_films,26633,Suryaa:_An_Awakening
new,2026-07-01,2026-08-29,6,1411417,India,27761,Balochi_language
new,2026-07-01,2026-08-29,7,8828978,Tamil-language_films,25862,उत्तमपुत्तिरऩ्_(सन्_१९४०या_संकिपा)
new,2026-07-01,2026-08-29,8,9712198,ग्रेगोरियन_पात्रोयागु_दिंतः,20100,May_5
new,2026-07-01,2026-08-29,9,7238283,Andhra_Pradesh,19439,"जोन्नलगड्ड,_नंदिगाम_मण्डल"
new,2026-07-01,2026-08-29,10,2944929,Culture,23133,Balochi_language
new,2026-07-01,2026-08-29,11,8703545,Sanskrit,18536,विगत
new,2026-07-01,2026-08-29,12,1457595,History,17659,Genealogy
new,2026-07-01,2026-08-29,13,1410960,United_States,31997,World_War_II
new,2026-07-01,2026-08-29,14,5746824,20th_century,7477,World_War_II
new,2026-07-01,2026-08-29,15,32971076,१९औं_शताब्दी,5397,1847
new,2026-07-01,2026-08-29,16,4095469,Anatomy,5281,Nervous_system
new,2026-07-01,2026-08-29,17,32977002,मलयालम_संकिपा,4475,अङ्कत्तट्ट्_(मलयालम_संकिपा)
new,2026-07-01,2026-08-29,18,1983910,Hinduism,15499,India
new,2026-07-01,2026-08-29,19,8384011,Districts_of_Uttar_Pradesh,5797,"Karnawal,_Meerut"
new,2026-07-01,2026-08-29,20,7705588,Cities_and_towns_in_Tamil_Nadu,4306,Bhubaneswar
new,2026-07-01,2026-08-29,21,32978692,"सांरगढ_मण्डल,_रायगढ_जिल्ला",3487,"मोहदीं,_सांरगढ_मण्डल"
new,2026-07-01,2026-08-29,22,1983832,Buddhism,6040,Jujutsu
new,2026-07-01,2026-08-29,23,32971077,विज्ञान,5134,Biology
new,2026-07-01,2026-08-29,24,9979159,प्रविधि,3436,Computer
new,2026-07-01,2026-08-29,25,9056439,Cities_and_towns_in_Karnataka,3195,Karnataka
or,2026-07-01,2026-08-29,1,1411417,India,95543,Vande_Mataram
or,2026-07-01,2026-08-29,2,4095812,Medicine,41387,Tuberculosis
or,2026-07-01,2026-08-29,3,1983910,Hinduism,51255,Ratha_Yatra_(Puri)
or,2026-07-01,2026-08-29,4,8705521,Odia-language_writers,48391,Fakir_Mohan_Senapati
or,2026-07-01,2026-08-29,5,2945300,Years,23952,Ekadashi
or,2026-07-01,2026-08-29,6,1458083,Science,24075,Weather
or,2026-07-01,2026-08-29,7,8705540,Odia_literature,24026,Sarala_Dasa
or,2026-07-01,2026-08-29,8,5461174,Months,16946,Ekadashi
or,2026-07-01,2026-08-29,9,7148086,Odisha,35081,Ratha_Yatra_(Puri)
or,2026-07-01,2026-08-29,10,9717276,ଓଡ଼ିଆ_କବି,35069,Fakir_Mohan_Senapati
or,2026-07-01,2026-08-29,11,1457673,Geography,19431,Odisha
or,2026-07-01,2026-08-29,12,8545254,Indian_independence_activists_from_Odisha,15125,Gopabandhu_Das
or,2026-07-01,2026-08-29,13,1457402,Biology,18564,Sexual_intercourse
or,2026-07-01,2026-08-29,14,61775388,ଓଡ଼ିଶା_ସାହିତ୍ୟ_ଏକାଡେମୀ_ପୁରସ୍କାର_ସମ୍ମାନିତ,25936,Surendra_Mohanty
or,2026-07-01,2026-08-29,15,8560763,Jagannath,14308,Ratha_Yatra_(Puri)
or,2026-07-01,2026-08-29,16,7237918,Medications,15491,Paclitaxel
or,2026-07-01,2026-08-29,17,1457595,History,17427,Subhas_Chandra_Bose
or,2026-07-01,2026-08-29,18,8691906,Politicians_from_Odisha,9248,Subhas_Chandra_Bose
or,2026-07-01,2026-08-29,19,7214658,Cities_and_towns_in_India,12833,Cuttack
or,2026-07-01,2026-08-29,20,8705535,Actresses_in_Odia_cinema,5490,ତ୍ରିପୁରା_ମିଶ୍ର
or,2026-07-01,2026-08-29,21,33052960,ଓଡ଼ିଆ_କଥାଚିତ୍ର_ଗାୟକ,3901,Pranab_Patnaik
or,2026-07-01,2026-08-29,22,4049595,Internet,4471,Wikimedia_Commons
or,2026-07-01,2026-08-29,23,1457109,Plants,6634,Food
or,2026-07-01,2026-08-29,24,8447463,Festivals_in_Odisha,8301,Ratha_Yatra_(Puri)
or,2026-07-01,2026-08-29,25,9718799,ଓଡ଼ିଆ_ଲେଖକ,13528,Fakir_Mohan_Senapati
pa,2026-07-01,2026-08-29,1,1411417,India,154400,Vir_Singh_(writer)
pa,2026-07-01,2026-08-29,2,6946332,Punjabi_people,140830,Jaswant_Singh_Khalra
pa,2026-07-01,2026-08-29,3,5897849,Wikipedia:Beleg_fehlet,62595,Independence_Day_(India)
pa,2026-07-01,2026-08-29,4,8744743,Sikhism,83998,Guru_Nanak
pa,2026-07-01,2026-08-29,5,4966070,Calendars,36450,1940
pa,2026-07-01,2026-08-29,6,1458083,Science,44443,Solar_energy
pa,2026-07-01,2026-08-29,7,1457673,Geography,45145,"Albuquerque,_New_Mexico"
pa,2026-07-01,2026-08-29,8,1410960,United_States,34328,"Albuquerque,_New_Mexico"
pa,2026-07-01,2026-08-29,9,2944929,Culture,49033,Punjabi_language
pa,2026-07-01,2026-08-29,10,8808171,Punjabi-language_writers,62850,Guru_Nanak
pa,2026-07-01,2026-08-29,11,1457595,History,50116,Guru_Granth_Sahib
pa,2026-07-01,2026-08-29,12,6994462,Indian_people,93437,Guru_Nanak
pa,2026-07-01,2026-08-29,13,8808186,Punjabi_culture,26323,Teeyan
pa,2026-07-01,2026-08-29,14,8808199,Punjabi_literature,26599,Guru_Granth_Sahib
pa,2026-07-01,2026-08-29,15,7234794,Sikhs,66682,Jagtar_Singh_Hawara
pa,2026-07-01,2026-08-29,16,8259,Literature,29171,ਸੂਫ਼ੀ_ਕਾਵਿ_ਦਾ_ਇਤਿਹਾਸ
pa,2026-07-01,2026-08-29,17,8545100,Indian_film_actresses,34243,Anikha_Surendran
pa,2026-07-01,2026-08-29,18,1983910,Hinduism,39465,Guru_Nanak
pa,2026-07-01,2026-08-29,19,1457982,Sports,17671,ਪੰਜਾਬ_ਦੀਆਂ_ਵਿਰਾਸਤੀ_ਖੇਡਾਂ
pa,2026-07-01,2026-08-29,20,7146369,"Punjab,_India",45792,Guru_Nanak
pa,2026-07-01,2026-08-29,21,1457109,Plants,11858,Horticulture
pa,2026-07-01,2026-08-29,22,4884546,Technology,20120,Solar_energy
pa,2026-07-01,2026-08-29,23,4960490,Languages,22234,Punjabi_language
pa,2026-07-01,2026-08-29,24,5668044,Indian_films,7103,Cobalt_Blue_(film)
pa,2026-07-01,2026-08-29,25,4103183,Politics,24064,B._R._Ambedkar
pi,2026-07-01,2026-08-29,1,4615845,Wikipedia_deletion,16322,English_language
pi,2026-07-01,2026-08-29,2,1983832,Buddhism,3422,Pali
pi,2026-07-01,2026-08-29,3,7192108,Pages_with_script_errors,8527,Newar_language
pi,2026-07-01,2026-08-29,4,1983910,Hinduism,4620,Rambhadracharya
pi,2026-07-01,2026-08-29,5,8536695,Gud_atikel,1006,Psychology
pi,2026-07-01,2026-08-29,6,4960490,Languages,2709,Newar_language
pi,2026-07-01,2026-08-29,7,1457903,Religion,3264,Confucius
pi,2026-07-01,2026-08-29,8,5964,Авикипедиа:Акандидат_ирласу_аныхразы,289,Alabama
pi,2026-07-01,2026-08-29,9,9700864,भौतिकशास्त्र,25,शत्ति
sa,2026-07-01,2026-08-29,1,1411417,India,50871,India
sa,2026-07-01,2026-08-29,2,1983910,Hinduism,42855,India
sa,2026-07-01,2026-08-29,3,2945300,Years,18865,Year
sa,2026-07-01,2026-08-29,4,7192108,Pages_with_script_errors,27248,India
sa,2026-07-01,2026-08-29,5,33065758,श्रीमद्भगवद्गीतायाः_श्लोकाः,13259,न_मे_पार्थास्ति_कर्तव्यं...
sa,2026-07-01,2026-08-29,6,6675695,Days_of_the_year,12731,Day
sa,2026-07-01,2026-08-29,7,1458083,Science,10724,Vande_Bharat_Express
sa,2026-07-01,2026-08-29,8,6994462,Indian_people,23339,Kalidasa
sa,2026-07-01,2026-08-29,9,1457673,Geography,16682,India
sa,2026-07-01,2026-08-29,10,6018382,Sanskrit_literature,10295,Kalidasa
sa,2026-07-01,2026-08-29,11,2944929,Culture,17348,Kalidasa
sa,2026-07-01,2026-08-29,12,7214658,Cities_and_towns_in_India,9860,List_of_metropolitan_areas_in_India
sa,2026-07-01,2026-08-29,13,4630,History_of_India,21433,India
sa,2026-07-01,2026-08-29,14,20934558,योगसूत्राणि,2845,योगश्चित्तवृत्तिनिरोधः_(योगसूत्रम्)
sa,2026-07-01,2026-08-29,15,8891990,Medicinal_plants,3663,Turmeric
sa,2026-07-01,2026-08-29,16,7154072,Jainism,5842,Sanskrit
sa,2026-07-01,2026-08-29,17,7085149,Nepal,4629,Sanskrit
sa,2026-07-01,2026-08-29,18,8703545,Sanskrit,12888,Kalidasa
sa,2026-07-01,2026-08-29,19,1457595,History,14102,Kalidasa
sa,2026-07-01,2026-08-29,20,1457474,Chemistry,2958,Albert_Einstein
sa,2026-07-01,2026-08-29,21,9056439,Cities_and_towns_in_Karnataka,3762,Malleshwaram
sa,2026-07-01,2026-08-29,22,1457402,Biology,5701,Turmeric
sa,2026-07-01,2026-08-29,23,7238284,Assam,1920,प्रकल्पः:विषये
sa,2026-07-01,2026-08-29,24,7210139,Sanskrit_texts,8728,Rudrashtakam
sa,2026-07-01,2026-08-29,25,8703643,Sanskrit_writers,6681,Kalidasa
sat,2026-07-01,2026-08-29,1,1411417,India,24853,Bengaluru
sat,2026-07-01,2026-08-29,2,7192108,Pages_with_script_errors,20722,Hololive_Production
sat,2026-07-01,2026-08-29,3,4960490,Languages,9583,Santali_language
sat,2026-07-01,2026-08-29,4,7214658,Cities_and_towns_in_India,6715,Bengaluru
sat,2026-07-01,2026-08-29,5,4095812,Medicine,2205,Woman
sat,2026-07-01,2026-08-29,6,7030483,Indian_politicians,2905,Rekha_Gupta
sat,2026-07-01,2026-08-29,7,7146048,Jharkhand,2709,Santali_language
sat,2026-07-01,2026-08-29,8,4026570,Countries,6550,India
sat,2026-07-01,2026-08-29,9,8704144,Santhal,1887,Santali_language
sat,2026-07-01,2026-08-29,10,8383492,Districts_of_India,7872,Dindigul_district
sat,2026-07-01,2026-08-29,11,1455458,Bangladesh,2067,Santali_language
sat,2026-07-01,2026-08-29,12,6467274,Indian_actresses,5402,Antara_Biswas
sat,2026-07-01,2026-08-29,13,6721833,Airports_in_India,1318,List_of_airports_in_India
sat,2026-07-01,2026-08-29,14,5610083,Asia,4900,India
sat,2026-07-01,2026-08-29,15,8561815,Janata_Dal_politicians,912,Rewati_Raman_Singh
sat,2026-07-01,2026-08-29,16,7085149,Nepal,1292,Santal_people
sat,2026-07-01,2026-08-29,17,7089019,Villages_in_India,812,Paikar
sat,2026-07-01,2026-08-29,18,9056380,Cities_and_towns_in_Jharkhand,1279,Chandrapura
sat,2026-07-01,2026-08-29,19,8666484,Rivers_of_West_Bengal,622,Ichamati_River
sat,2026-07-01,2026-08-29,20,6834346,Indian_writers,1597,Raghunath_Murmu
sat,2026-07-01,2026-08-29,21,3919830,British_people,839,William_Shakespeare
sat,2026-07-01,2026-08-29,22,7146693,West_Bengal,2022,Santali_language
sat,2026-07-01,2026-08-29,23,9126476,Cities,4456,Bengaluru
sat,2026-07-01,2026-08-29,24,7291943,Culture_of_India,1245,Sarnaism
sat,2026-07-01,2026-08-29,25,8383831,Districts_of_Pakistan,444,Narowal_District
sd,2026-07-01,2026-08-29,1,1457673,Geography,36078,Maghreb
sd,2026-07-01,2026-08-29,2,4966070,Calendars,36139,Leo_(astrology)
sd,2026-07-01,2026-08-29,3,1458083,Science,19280,HIV/AIDS
sd,2026-07-01,2026-08-29,4,1455849,Pakistan,15325,"Punjab,_Pakistan"
sd,2026-07-01,2026-08-29,5,2944929,Culture,16947,Sindhi_language
sd,2026-07-01,2026-08-29,6,1984000,Islam,14140,Al-Lat
sd,2026-07-01,2026-08-29,7,8745886,Sindhi_people,7860,Sindhi_names
sd,2026-07-01,2026-08-29,8,5897849,Wikipedia:Beleg_fehlet,17403,Wikipedia
sd,2026-07-01,2026-08-29,9,4103183,Politics,10573,Maghreb
sd,2026-07-01,2026-08-29,10,1411417,India,11256,Teejan_Bai
sd,2026-07-01,2026-08-29,11,1457402,Biology,11025,HIV/AIDS
sd,2026-07-01,2026-08-29,12,8745838,Sindh,9642,Sindh
sd,2026-07-01,2026-08-29,13,1457595,History,17271,Muhammad
sd,2026-07-01,2026-08-29,14,9126476,Cities,13647,Karachi
sd,2026-07-01,2026-08-29,15,4884546,Technology,7414,Neon
sd,2026-07-01,2026-08-29,16,1410960,United_States,8242,Wikimedia_Foundation
sd,2026-07-01,2026-08-29,17,9761762,Cities_in_Pakistan,5143,Karachi
sd,2026-07-01,2026-08-29,18,8259,Literature,8047,Sindhi_names
sd,2026-07-01,2026-08-29,19,7029947,Pakistani_people,4996,Muhammad_Iqbal
sd,2026-07-01,2026-08-29,20,1457109,Plants,4779,Bacteria
sd,2026-07-01,2026-08-29,21,99638316,Short_description_matches_Wikidata,6335,Al-Lat
sd,2026-07-01,2026-08-29,22,8519247,History_of_Sindh,4666,Shah_Abdul_Latif_Bhittai
sd,2026-07-01,2026-08-29,23,8833801,Tehsils_of_Pakistan,1885,"Nasirabad,_Sindh"
sd,2026-07-01,2026-08-29,24,1457474,Chemistry,5101,Neon
sd,2026-07-01,2026-08-29,25,23706330,Bu_dem_liwot,18537,Maghreb
si,2026-07-01,2026-08-29,1,7085549,Sri_Lanka,166446,Sigiriya
si,2026-07-01,2026-08-29,2,1458083,Science,110845,Sexual_intercourse
si,2026-07-01,2026-08-29,3,1457673,Geography,88218,Sri_Lanka
si,2026-07-01,2026-08-29,4,1983832,Buddhism,88390,Temple_of_the_Tooth
si,2026-07-01,2026-08-29,5,1457402,Biology,79412,Sexual_intercourse
si,2026-07-01,2026-08-29,6,4638,History_of_Sri_Lanka,103095,Sigiriya
si,2026-07-01,2026-08-29,7,1457595,History,67232,Buddhist_councils
si,2026-07-01,2026-08-29,8,8807950,Sri_Lankan_Buddhists,65787,රඹුකන_සිද්ධාර්ථ_හිමි
si,2026-07-01,2026-08-29,9,2944929,Culture,78697,Sigiriya
si,2026-07-01,2026-08-29,10,4095812,Medicine,58883,Masturbation
si,2026-07-01,2026-08-29,11,9873653,සාම්ප්‍රදායික_සිංහල_දැණුම,20249,සූනන්_ඇඟ_වැටීමේ_ඵලාඵල
si,2026-07-01,2026-08-29,12,4966070,Calendars,21891,664
si,2026-07-01,2026-08-29,13,1411417,India,38249,Mahatma_Gandhi
si,2026-07-01,2026-08-29,14,6517860,Computer_science,22688,History_of_computing_hardware
si,2026-07-01,2026-08-29,15,7487059,Sinhalese_people,43717,Dutugamunu_the_Great
si,2026-07-01,2026-08-29,16,1457109,Plants,26017,Mesua_ferrea
si,2026-07-01,2026-08-29,17,1458429,Buildings_and_structures,32974,Sigiriya
si,2026-07-01,2026-08-29,18,1410960,United_States,24470,Henry_Steel_Olcott
si,2026-07-01,2026-08-29,19,1457982,Sports,16408,Volleyball
si,2026-07-01,2026-08-29,20,4026563,Law,21015,Education
si,2026-07-01,2026-08-29,21,6964748,Geography_of_Sri_Lanka,37797,Sigiriya
si,2026-07-01,2026-08-29,22,8666407,National_schools_in_Sri_Lanka,10089,Anula_Vidyalaya
si,2026-07-01,2026-08-29,23,9864733,ශ්‍රී_ලාංකික_ඉතිහාසය_කොට_ලිපි,20234,Dutugamunu_the_Great
si,2026-07-01,2026-08-29,24,8259794,Archaeological_sites_in_Sri_Lanka,56452,Sigiriya
si,2026-07-01,2026-08-29,25,8303056,Sexuality,32594,Sexual_intercourse
ta,2026-07-01,2026-08-29,1,1411417,India,1309712,K._Kamaraj
ta,2026-07-01,2026-08-29,2,125498801,Tamil-language_Indian_films,761626,Jana_Nayagan
ta,2026-07-01,2026-08-29,3,1983910,Hinduism,742432,Tamil_Nadu
ta,2026-07-01,2026-08-29,4,1457402,Biology,297639,Oral_sex
ta,2026-07-01,2026-08-29,5,1457673,Geography,365987,Tamil_Nadu
ta,2026-07-01,2026-08-29,6,1457595,History,347862,Subhas_Chandra_Bose
ta,2026-07-01,2026-08-29,7,7146096,Tamil_Nadu,373141,Tamil_Nadu
ta,2026-07-01,2026-08-29,8,6375729,Tamil-language_literature,218097,Subramania_Bharati
ta,2026-07-01,2026-08-29,9,1458083,Science,299159,Human_penis
ta,2026-07-01,2026-08-29,10,1457109,Plants,188640,Avocado
ta,2026-07-01,2026-08-29,11,4966070,Calendars,143102,Morning
ta,2026-07-01,2026-08-29,12,25220062,Writers_from_Tamil_Nadu,154796,Kannadasan
ta,2026-07-01,2026-08-29,13,7705588,Cities_and_towns_in_Tamil_Nadu,159905,Chennai
ta,2026-07-01,2026-08-29,14,2944929,Culture,331487,Tamil_language
ta,2026-07-01,2026-08-29,15,6994462,Indian_people,596799,K._Kamaraj
ta,2026-07-01,2026-08-29,16,8829132,Politicians_from_Tamil_Nadu,246420,K._Kamaraj
ta,2026-07-01,2026-08-29,17,4095812,Medicine,209641,Masturbation
ta,2026-07-01,2026-08-29,18,1410960,United_States,123661,United_States
ta,2026-07-01,2026-08-29,19,8829234,Actresses_in_Tamil_cinema,252534,Preity_Mukhundhan
ta,2026-07-01,2026-08-29,20,4630,History_of_India,328018,India
ta,2026-07-01,2026-08-29,21,10134118,விக்கிப்படுத்தப்பட_வேண்டிய_கட்டுரைகள்,155403,G._D._Naidu
ta,2026-07-01,2026-08-29,22,32910244,തേവാരസ്തുതി_ചെയ്യപ്പെട്ട_ശിവക്ഷേത്രങ്ങൾ,149745,மாவட்ட_வாரியான_தேவாரம்_பாடல்_பெற்ற_சிவாலயங்கள்
ta,2026-07-01,2026-08-29,23,15271863,Male_actors_in_Tamil_cinema,273972,C._Joseph_Vijay
ta,2026-07-01,2026-08-29,24,1983866,Christianity,97866,Mother_Teresa
ta,2026-07-01,2026-08-29,25,8703369,Sangam_literature,105181,Kural
tcy,2026-07-01,2026-08-29,1,1983910,Hinduism,13600,Yajurveda
tcy,2026-07-01,2026-08-29,2,33097446,ವ್ಯಕ್ತಿಲು,14150,ಸತೀಶ್_ಬಂದಲೆ
