domain,month,rank,page,views
gu.wikiquote.org,2026-07,9,ગુજરાતી_કહેવતો/ન,427
gu.wikiquote.org,2026-07,10,વિકિસૂક્તિ:નિષ્પક્ષ_દૃષ્ટિકોણ,383
gu.wikiquote.org,2026-07,11,શ્રેણી:કહેવતો,377
gu.wikiquote.org,2026-07,12,માલણ_લાવે_મોગરો_રે,320
gu.wikiquote.org,2026-07,13,અખાના_છપ્પા/કુટફળ_અંગ,242
gu.wikiquote.org,2026-07,14,ઢાંચો:સ્વાગત,230
gu.wikiquote.org,2026-07,15,ઢાંચો:Cite_book,225
gu.wikiquote.org,2026-07,16,ઢાંચો:Tlx,214
gu.wikiquote.org,2026-07,17,ઢાંચો:Cite_web,212
gu.wikiquote.org,2026-07,18,વિકિસૂક્તિ:સભ્યનામ_નીતિ,207
gu.wikiquote.org,2026-07,19,નરસિંહ_મહેતા,203
gu.wikiquote.org,2026-07,20,ઢાંચો:Main,198
gu.wikiquote.org,2026-07,21,ઢાંચો:Shortcut,197
gu.wikiquote.org,2026-07,22,ગુજરાતી_કહેવતો/ભ,196
gu.wikiquote.org,2026-07,23,ગુજરાતી_કહેવતો,175
gu.wikiquote.org,2026-07,24,હાં_રે_દાણ_માગે_કાનુડો,169
gu.wikiquote.org,2026-07,25,અખાના_છપ્પા,167
gu.wikiquote.org,2026-07,26,ગુજરાતી_કહેવતો/પ,154
gu.wikiquote.org,2026-07,26,નળાખ્યાન/કડવું_૧,154
gu.wikiquote.org,2026-07,28,વિકિસૂક્તિ:ચકાસણીયોગ્યતા,153
gu.wikiquote.org,2026-07,28,વિકિસૂક્તિ:પ્રકાશનાધિકાર,153
gu.wikiquote.org,2026-07,30,ઢાંચો:Navbar,143
gu.wikiquote.org,2026-07,31,ઢાંચો:Lang,142
gu.wikiquote.org,2026-07,32,પ્રેમાનંદ,141
gu.wikiquote.org,2026-07,32,ઢાંચો:Ambox,141
gu.wikiquote.org,2026-07,34,નળાખ્યાન/કડવું_૬૩,135
gu.wikiquote.org,2026-07,35,ઢાંચો:POTD-w,134
gu.wikiquote.org,2026-07,36,ઢાંચો:Wikiversity,131
gu.wikiquote.org,2026-07,37,ગુજરાતી_કહેવતો/સ,130
gu.wikiquote.org,2026-07,38,સભ્ય:Jackmcbarn,127
gu.wikiquote.org,2026-07,39,રવિન્દ્રનાથ_ટાગોર,126
gu.wikiquote.org,2026-07,40,ઢાંચો:Pp-meta,125
gu.wikiquote.org,2026-07,40,વિકિસૂક્તિ:નીતિ,125
gu.wikiquote.org,2026-07,42,સુવિચાર,124
gu.wikiquote.org,2026-07,43,વિભાગ:Citation/CS1/Configuration,118
gu.wikiquote.org,2026-07,44,રામકૃષ્ણ_પરમહંસ,113
gu.wikiquote.org,2026-07,45,કલાપી,112
gu.wikiquote.org,2026-07,45,ગાંધીજી,112
gu.wikiquote.org,2026-07,45,ગુજરાતી_કહેવતો/વ,112
gu.wikiquote.org,2026-07,48,વિકિસૂક્તિ:વિષે,106
gu.wikiquote.org,2026-07,48,અખાના_છપ્પા/વૈરાગ્ય_અંગ,106
gu.wikiquote.org,2026-07,50,વિકિસૂક્તિ:આજનું_ચિત્ર,105
hi.wiktionary.org,2026-07,1,मुखपृष्ठ,11540
hi.wiktionary.org,2026-07,2,विक्षनरी:पर्यायवाची_शब्द,7092
hi.wiktionary.org,2026-07,3,विक्षनरी:अंग्रेजी-हिन्दी_अनुवाद_स्मृति-०२,6776
hi.wiktionary.org,2026-07,4,विक्षनरी:बघेली–हिंदी_शब्दकोश,5945
hi.wiktionary.org,2026-07,5,विशेष:खोज,4104
hi.wiktionary.org,2026-07,6,चुदाई,3226
hi.wiktionary.org,2026-07,7,चूत,2572
hi.wiktionary.org,2026-07,8,श्रेणी:हिंदी,2110
hi.wiktionary.org,2026-07,9,विक्षनरी:मराठी-हिन्दी_शब्दकोश_२,1607
hi.wiktionary.org,2026-07,10,विक्षनरी:पालि-हिंदी_शब्दकोश,1424
hi.wiktionary.org,2026-07,11,श्रेणी:हिन्दी-प्रकाशितकोशों_से_अर्थ-शब्दसागर,959
hi.wiktionary.org,2026-07,12,माँ,926
hi.wiktionary.org,2026-07,13,विक्षनरी:हिन्दी-हिन्दी/झ,886
hi.wiktionary.org,2026-07,14,हिंदी,840
hi.wiktionary.org,2026-07,15,सहमत,735
hi.wiktionary.org,2026-07,16,घर,683
hi.wiktionary.org,2026-07,17,जवाब,682
hi.wiktionary.org,2026-07,18,विक्षनरी:सरल_प्रशासनिक_अंग्रेजी-हिन्दी_वाक्य_कोश,666
hi.wiktionary.org,2026-07,19,एवं,663
hi.wiktionary.org,2026-07,20,नाजुक,627
hi.wiktionary.org,2026-07,21,विशेष:RecentChanges,626
hi.wiktionary.org,2026-07,22,समझ,624
hi.wiktionary.org,2026-07,23,विक्षनरी:हिन्दू_शिशु_नाम_(पुलिंग),597
hi.wiktionary.org,2026-07,24,कीर,595
hi.wiktionary.org,2026-07,25,व्यान,552
hi.wiktionary.org,2026-07,26,पारिजात,536
hi.wiktionary.org,2026-07,27,व,496
hi.wiktionary.org,2026-07,28,विक्षनरी:हिंदी–तमिल_शब्दकोश,495
hi.wiktionary.org,2026-07,29,द्वारा,493
hi.wiktionary.org,2026-07,30,जमाई,490
hi.wiktionary.org,2026-07,31,उलाहना,483
hi.wiktionary.org,2026-07,32,श्रेणी:हिंदी_भाषा,456
hi.wiktionary.org,2026-07,33,विक्षनरी:संस्कृत-हिन्दी_शब्दकोश/स-सय,448
hi.wiktionary.org,2026-07,34,विक्षनरी:हिन्दी-कन्नड-अंग्रेजी_शब्दकोश_भाग-५,445
hi.wiktionary.org,2026-07,35,अधिक,430
hi.wiktionary.org,2026-07,36,झक्क,428
hi.wiktionary.org,2026-07,37,विक्षनरी:भोजपुरी_लोकोक्तियाँ,422
hi.wiktionary.org,2026-07,38,टट्टी,417
hi.wiktionary.org,2026-07,39,क,409
hi.wiktionary.org,2026-07,40,एक,400
hi.wiktionary.org,2026-07,41,मूषक,373
hi.wiktionary.org,2026-07,42,आप,370
hi.wiktionary.org,2026-07,42,विक्षनरी:उर्दू–हिंदी_शब्दकोश,370
hi.wiktionary.org,2026-07,44,नंगा,366
hi.wiktionary.org,2026-07,45,विक्षनरी:योगदान,340
hi.wiktionary.org,2026-07,46,विक्षनरी:हिन्दू_शिशु_नाम_(स्त्रीलिंग),334
hi.wiktionary.org,2026-07,47,विक्षनरी:हिंदी–असमिया_शब्दकोश,313
hi.wiktionary.org,2026-07,48,क्षेत्र,311
hi.wiktionary.org,2026-07,49,विक्षनरी:हिन्दी-हिन्दी/प,307
hi.wiktionary.org,2026-07,50,विक्षनरी:कन्नड-हिन्दी_शब्दकोश_स_से_ह,305
hi.wikisource.org,2026-07,1,विकिस्रोत:मुखपृष्ठ,6981
hi.wikisource.org,2026-07,2,विशेष:RecentChanges,5391
hi.wikisource.org,2026-07,3,रामचरितमानस/बालकाण्ड,4703
hi.wikisource.org,2026-07,4,विशेष:खोज,3353
hi.wikisource.org,2026-07,5,भारतवर्ष_का_इतिहास/८—कौरवों_और_पांडवों_की_लड़ाई,1645
hi.wikisource.org,2026-07,6,विकिस्रोत:गुणवत्ता_संवर्द्धन_संपादनोत्सव/जुलाई_२०२६,1550
hi.wikisource.org,2026-07,7,कवितावली/उत्तरकाण्ड,1149
hi.wikisource.org,2026-07,8,कबीर_ग्रंथावली/(१)_गुरुदेव_कौ_अंग,1043
hi.wikisource.org,2026-07,9,गो-दान/१,1001
hi.wikisource.org,2026-07,10,पृष्ठ:रामचरितमानस.pdf/१७२,970
hi.wikisource.org,2026-07,11,कबीर_ग्रंथावली,965
hi.wikisource.org,2026-07,12,कबीर_ग्रंथावली/(३)_बिरह_कौ_अंग,940
hi.wikisource.org,2026-07,13,प्रेमचंद_की_सर्वश्रेष्ठ_कहानियां/ईदगाह,873
hi.wikisource.org,2026-07,14,हिंदी_निबंधमाला-१/सच्ची_वीरता-सर्दार_पूर्णसिंह,838
hi.wikisource.org,2026-07,15,चित्र:श्रीमद्‌भगवद्‌गीता.pdf,830
hi.wikisource.org,2026-07,16,प्रेमचंद_की_सर्वश्रेष्ठ_कहानियाँ,788
hi.wikisource.org,2026-07,17,चित्र:Godan_-_Premchand_-_Hindi_Novel.pdf,769
hi.wikisource.org,2026-07,18,सदस्य_वार्ता:अजीत_कुमार_तिवारी,739
hi.wikisource.org,2026-07,18,रामचरितमानस/बालकाण्ड/मानस_का_साङ्गरूपक_वर्णन,739
hi.wikisource.org,2026-07,20,विषयसूची:हिंदी_विश्वकोष_भाग_३.djvu,729
hi.wikisource.org,2026-07,21,प्रेमचंद_की_सर्वश्रेष्ठ_कहानियां/गुल्ली-डण्डा,727
hi.wikisource.org,2026-07,22,रहीम-कवितावली/दोहे,657
hi.wikisource.org,2026-07,23,प्रेमचंद_की_सर्वश्रेष्ठ_कहानियां/दो_बैलों_की_कथा,631
hi.wikisource.org,2026-07,24,"विषयसूची:सम्पूर्ण_गाँधी_वांग्मय_Sampurna_Gandhi,_vol._1.pdf",615
hi.wikisource.org,2026-07,25,सदस्य_वार्ता:चम्पा_तिवारी,603
hi.wikisource.org,2026-07,26,पृष्ठ:हिंदी_शब्दसागर_भाग_6.djvu/९,561
hi.wikisource.org,2026-07,27,मेघदूत_का_हिन्दी-गद्य_में_भावार्थ-बोधक_अनुवाद,536
hi.wikisource.org,2026-07,28,रामचरितमानस,532
hi.wikisource.org,2026-07,29,हिंदी_व्याकरण/वर्ण_विचार,531
hi.wikisource.org,2026-07,30,विकिस्रोत:समाज,524
hi.wikisource.org,2026-07,31,प्रियप्रवास/प्रथम_सर्ग,510
hi.wikisource.org,2026-07,32,कबीर_ग्रंथावली/(२)_सुमिरन_कौ_अंग,499
hi.wikisource.org,2026-07,33,रामचरितमानस/गोस्वामी_तुलसीदासजी_का_जीवन-चरित्र,493
hi.wikisource.org,2026-07,34,मुखपृष्ठ,485
hi.wikisource.org,2026-07,35,हिंदी_व्याकरण/विशेषण,483
hi.wikisource.org,2026-07,36,विषयसूची:हिन्दी_विश्वकोष_भाग_1.djvu,474
hi.wikisource.org,2026-07,37,विकिस्रोत:चौपाल,471
hi.wikisource.org,2026-07,38,पृष्ठ:भारतेंदु_समग्र.pdf/७१६,467
hi.wikisource.org,2026-07,39,पृष्ठ:कबीर_वचनावली.djvu/२८,450
hi.wikisource.org,2026-07,40,आल्हखण्ड/४_आल्हा_का_विवाह,430
hi.wikisource.org,2026-07,41,स्कंदगुप्त/प्रथम_अंक,429
hi.wikisource.org,2026-07,42,कबीर_ग्रंथावली/कबीर_का_युग,385
hi.wikisource.org,2026-07,43,विकिस्रोत:परिचय,378
hi.wikisource.org,2026-07,44,आज_भी_खरे_हैं_तालाब/आज_भी_खरे_हैं_तालाब,364
hi.wikisource.org,2026-07,45,रेवातट_(पृथ्वीराज-रासो)/रेवातट_समय,340
hi.wikisource.org,2026-07,46,विषयसूची:हिन्दी_विश्वकोष_भाग_4.djvu,337
hi.wikisource.org,2026-07,47,साहित्य_का_उद्देश्य/1,332
hi.wikisource.org,2026-07,48,बिहारी-रत्नाकर/१,327
hi.wikisource.org,2026-07,49,पृष्ठ:रामचरितमानस.pdf/७६६,326
hi.wikisource.org,2026-07,50,चित्र:आल्हखण्ड.pdf,314
hi.wikiquote.org,2026-07,1,विशेष:खोज,5153
hi.wikiquote.org,2026-07,2,मुखपृष्ठ,4740
hi.wikiquote.org,2026-07,3,सुविचार_संग्रह,3883
hi.wikiquote.org,2026-07,4,विशेष:RecentChanges,3682
hi.wikiquote.org,2026-07,5,संस्कृत_सूक्तियाँ_(हिन्दी_अर्थ_सहित),1674
hi.wikiquote.org,2026-07,6,विकिसूक्ति:चौपाल,1658
hi.wikiquote.org,2026-07,7,स्वामी_विवेकानन्द,1267
hi.wikiquote.org,2026-07,8,भारतीय_ज्ञान_परम्परा,945
hi.wikiquote.org,2026-07,9,मुहावरा_खण्ड_-_2,938
hi.wikiquote.org,2026-07,10,घाघ_की_कहावतें,934
hi.wikiquote.org,2026-07,11,मोहनदास_करमचंद_गांधी,778
hi.wikiquote.org,2026-07,12,ॐ,690
hi.wikiquote.org,2026-07,13,मातृभाषा,685
hi.wikiquote.org,2026-07,14,हिन्दी_लोकोक्तियाँ,639
hi.wikiquote.org,2026-07,15,हिन्दी,637
hi.wikiquote.org,2026-07,16,संस्कृत_की_सूक्तियाँ,602
hi.wikiquote.org,2026-07,17,भीमराव_आम्बेडकर,586
hi.wikiquote.org,2026-07,18,नरेन्द्र_मोदी,579
hi.wikiquote.org,2026-07,19,सदस्य_वार्ता:לערי_ריינהארט,553
hi.wikiquote.org,2026-07,20,रजनीश,552
hi.wikiquote.org,2026-07,21,मोहन_भागवत,532
hi.wikiquote.org,2026-07,22,महावीर_प्रसाद_द्विवेदी,529
hi.wikiquote.org,2026-07,23,भूषण_(कवि),503
hi.wikiquote.org,2026-07,24,मनु_स्मृति,460
hi.wikiquote.org,2026-07,25,विकिसूक्ति:समुदाय_पोर्टल,456
hi.wikiquote.org,2026-07,26,गौतम_बुद्ध,452
hi.wikiquote.org,2026-07,27,सदस्य_वार्ता:अनुनाद_सिंह,428
hi.wikiquote.org,2026-07,28,भारत,422
hi.wikiquote.org,2026-07,29,दयानन्द_सरस्वती,420
hi.wikiquote.org,2026-07,30,इमानुएल_कांट,416
hi.wikiquote.org,2026-07,31,तुलसीदास,409
hi.wikiquote.org,2026-07,32,वक्रोक्ति,405
hi.wikiquote.org,2026-07,33,विकिसूक्ति:अक्सर_पूछे_जाने_वाले_प्रश्न,397
hi.wikiquote.org,2026-07,34,संस्कृत_की_सूक्तियाँ_(हिन्दी_अर्थ_सहित)_०२,392
hi.wikiquote.org,2026-07,35,आयुर्वेद,383
hi.wikiquote.org,2026-07,36,योग,380
hi.wikiquote.org,2026-07,37,सुभाषित_/_सूक्ति_/_उद्धरण_/_उक्ति_/_उक्ति,342
hi.wikiquote.org,2026-07,38,रामचरितमानस,341
hi.wikiquote.org,2026-07,39,कालिदास,327
hi.wikiquote.org,2026-07,40,मूर्ख,323
hi.wikiquote.org,2026-07,41,महाभारत,316
hi.wikiquote.org,2026-07,42,मनोरोगविज्ञान,296
hi.wikiquote.org,2026-07,43,गुरु_गोरखनाथ,293
hi.wikiquote.org,2026-07,44,भारतेंदु_हरिश्चंद्र,289
hi.wikiquote.org,2026-07,45,कार्य,280
hi.wikiquote.org,2026-07,46,श्रीराम_शर्मा,277
hi.wikiquote.org,2026-07,47,संघर्ष,276
hi.wikiquote.org,2026-07,47,कामसूत्र,276
hi.wikiquote.org,2026-07,49,सुभाषित_सहस्र_(_सुभाषित_/_सूक्ति_/_उद्धरण_),267
hi.wikiquote.org,2026-07,50,राम,266
hi.wikibooks.org,2026-07,1,विशेष:खोज,96758
hi.wikibooks.org,2026-07,2,प्रार्थना/इतनी_शक्ति_हमें_देना_दाता,12789
hi.wikibooks.org,2026-07,3,रहीम_के_दोहे,6938
hi.wikibooks.org,2026-07,4,मुखपृष्ठ,5763
hi.wikibooks.org,2026-07,5,प्रार्थना/ऐ_मालिक_तेरे_बंदे_हम,5328
hi.wikibooks.org,2026-07,6,हिन्दी-संस्कृत_अनुवाद/हिंदी-संस्कृत_वाक्य_अनुवाद,3268
hi.wikibooks.org,2026-07,7,प्रार्थना/तू_ही_राम_है_तू_रहीम_है,3125
hi.wikibooks.org,2026-07,8,"प्रार्थना/तुम्हीं_हो_माता,_पिता_तुम्हीं_हो",2360
hi.wikibooks.org,2026-07,9,"प्रार्थना/हर_देश_में_तू,_हर_भेष_में_तू",2115
hi.wikibooks.org,2026-07,10,हिंदी_कविता_(रीतिकालीन)_सहायिका/केशवदास,2069
hi.wikibooks.org,2026-07,11,प्रार्थना/जयति_जय_जय_माँ_सरस्वती,2030
hi.wikibooks.org,2026-07,12,प्रार्थना/हमको_मन_की_शक्ति_देना,1981
hi.wikibooks.org,2026-07,13,प्रार्थना/दया_कर_दान_विद्या_का,1831
hi.wikibooks.org,2026-07,14,विकिपुस्तक:चौपाल/समाचार,1613
hi.wikibooks.org,2026-07,15,प्रार्थना/हे_शारदे_माँ,1554
hi.wikibooks.org,2026-07,16,हिन्दी_कविता_(मध्यकाल_और_आधुनिक_काल)_सहायिका/मैथिलीशरण_गुप्त_की_काव्यगत_विशेषताएं,1466
hi.wikibooks.org,2026-07,17,भारतीय_काव्यशास्त्र/काव्य_लक्षण,1435
hi.wikibooks.org,2026-07,18,"प्रार्थना/वर_दे,_वीणावादिनी_वर_दे",1339
hi.wikibooks.org,2026-07,19,प्रार्थना/सरस्वती_वंदना,1228
hi.wikibooks.org,2026-07,20,भाषा_विज्ञान_और_हिन्दी_भाषा/पूर्वी_हिन्दी_की_बोलियाँ_और_भाषागत_विशेषताएँ,1109
hi.wikibooks.org,2026-07,21,हिंदी_कहानी/छोटा_जादूगर,1062
hi.wikibooks.org,2026-07,22,व्याकरण_भास्कर/अनेक_शब्दों_के_लिए_एक_शब्द,1018
hi.wikibooks.org,2026-07,23,मनोविज्ञान_के_सिद्धान्त_व_प्रतिपादक/जनक,986
hi.wikibooks.org,2026-07,24,भाषा_शिक्षण/भाषा_कौशल,848
hi.wikibooks.org,2026-07,25,प्रार्थना/हे_प्रभो_आनंद-दाता_ज्ञान_हमको_दीजिए,831
hi.wikibooks.org,2026-07,26,सामान्य_अध्ययन_२०१९/चर्चित_व्यक्ति_और_पुरस्कार,814
hi.wikibooks.org,2026-07,27,साँचा:Documentation,793
hi.wikibooks.org,2026-07,28,"कार्यालयी_हिंदी/कार्यालयी_हिंदी_का_स्वरूप,_उद्देश्य_और_क्षेत्र",788
hi.wikibooks.org,2026-07,29,सिविल_सेवा_प्रारंभिक_परीक्षा_सहायिका/प्राचीन_भारत,771
hi.wikibooks.org,2026-07,30,प्रार्थना/हम_होंगे_कामयाब,761
hi.wikibooks.org,2026-07,31,भारतीय_काव्यशास्त्र/शब्द_शक्तियाँ,743
hi.wikibooks.org,2026-07,32,हिंदी_आलोचना_एवं_समकालीन_विमर्श/नामवर_सिंह_की_आलोचना_पद्धति,692
hi.wikibooks.org,2026-07,32,भारतीय_काव्यशास्त्र/काव्य_प्रयोजन,692
hi.wikibooks.org,2026-07,34,हिंदी_कविता_(रीतिकालीन)_सहायिका/गिरिधर_कविराय,684
hi.wikibooks.org,2026-07,35,लोक_प्रशासन_प्रश्नसमुच्चय--०१,682
hi.wikibooks.org,2026-07,36,हिंदी_भाषा_और_साहित्य_ख/केवट_प्रसंग,681
hi.wikibooks.org,2026-07,37,हिन्दी_भाषा_और_उसकी_लिपि_का_इतिहास/हिन्दी_भाषा:_क्षेत्र_और_बोलियाँ,670
hi.wikibooks.org,2026-07,38,प्रार्थना/हे_हंसवाहिनी_ज्ञानदायिनी,667
hi.wikibooks.org,2026-07,39,हिंदी_नाटक_और_एकांकी/ध्रुवस्वामिनी,664
hi.wikibooks.org,2026-07,39,आर्थिक_भूगोल/विश्व_में_परिवहन,664
hi.wikibooks.org,2026-07,41,विकिपुस्तक:Community_Portal,645
hi.wikibooks.org,2026-07,42,भारतीय_काव्यशास्त्र/काव्य_हेतु,600
hi.wikibooks.org,2026-07,43,पाश्चात्य_काव्यशास्त्र/उत्तर-आधुनिकता,584
hi.wikibooks.org,2026-07,44,मिश्रित_प्रश्नसमुच्चय-०७,583
hi.wikibooks.org,2026-07,45,हिन्दी_नाटक_का_इतिहास,562
hi.wikibooks.org,2026-07,45,हिंदी_साहित्य_का_सरल_इतिहास/भक्तिकाल,562
hi.wikibooks.org,2026-07,47,हिंदी_साहित्य_का_इतिहास_(आधुनिक_काल)/नई_कविता,556
hi.wikibooks.org,2026-07,48,आर्थिक_भूगोल/परिचय,545
hi.wikibooks.org,2026-07,49,शोध_:_प्रविधि_और_प्रक्रिया/शोध_क्या_है?,526
hi.wikibooks.org,2026-07,50,देशप्रेम_की_कविताएं/भारती_जय_विजय_करे_-_सूर्यकांत_त्रिपाठी_निराला,512
hi.wikiversity.org,2026-07,1,विशेष:खोज,5157
hi.wikiversity.org,2026-07,2,विकिविश्वविद्यालय:मुखपृष्ठ,3317
hi.wikiversity.org,2026-07,3,विशेष:RecentChanges,2611
hi.wikiversity.org,2026-07,4,भाषाविज्ञान/वाक्य_के_प्रकार,1134
hi.wikiversity.org,2026-07,5,भाषाविज्ञान/देवनागरी_लिपि_की_विशेषताएँ_एवं_सुधार_के_प्रयास,822
hi.wikiversity.org,2026-07,6,प्रबंधन_के_सिद्धांत,574
hi.wikiversity.org,2026-07,7,सदस्य_वार्ता:নাগরিক_সাংবাদিক_মনোনেশ_দাস,535
hi.wikiversity.org,2026-07,8,साँचा:Cite_news/doc,517
hi.wikiversity.org,2026-07,9,साहित्य_और_हिंदी_सिनेमा/हिंदी_सिनेमा_का_उद्‍भव_और_विकास,493
hi.wikiversity.org,2026-07,10,सदस्य_वार्ता:Ladsgroup,461
hi.wikiversity.org,2026-07,11,जातिवाचक_संज्ञा,419
hi.wikiversity.org,2026-07,12,Cite_web,358
hi.wikiversity.org,2026-07,13,प्रयोजनमूलक_हिंदी/हिंदी_में_पारिभाषिक_शब्द_निर्माण_प्रक्रिया_एवं_प्रस्तुति,335
hi.wikiversity.org,2026-07,14,भाषाविज्ञान/स्वन_और_वागीन्द्रिय,332
hi.wikiversity.org,2026-07,15,विकिविश्वविद्यालय:चौपाल,328
hi.wikiversity.org,2026-07,16,भारतीय_काव्यशास्त्र,317
hi.wikiversity.org,2026-07,17,विकिविश्वविद्यालय:चौपाल/समाचार,287
hi.wikiversity.org,2026-07,18,स्यूडोकोड,262
hi.wikiversity.org,2026-07,19,भाषाविज्ञान/अर्थ_परिवर्तन_के_कारण_और_दिशाएँ,249
hi.wikiversity.org,2026-07,20,भाषाविज्ञान/भाषा_की_परिभाषा_एवं_अभिलक्षण,244
hi.wikiversity.org,2026-07,21,तरंग,241
hi.wikiversity.org,2026-07,22,भाववाचक_संज्ञा,238
hi.wikiversity.org,2026-07,23,लिनक्स,234
hi.wikiversity.org,2026-07,24,आवर्त_सारणी,221
hi.wikiversity.org,2026-07,25,सदस्य_वार्ता:Bhanumatitrishna,217
hi.wikiversity.org,2026-07,26,सदस्य_वार्ता:Jayprakash12345,208
hi.wikiversity.org,2026-07,27,वोल्टेज,203
hi.wikiversity.org,2026-07,28,चंद्रमा,188
hi.wikiversity.org,2026-07,29,साँचा:Commons,176
hi.wikiversity.org,2026-07,30,बेसिक_कंप्यूटर_नेटवर्क_घटक,174
hi.wikiversity.org,2026-07,31,सौर_मंडल/सूर्य,170
hi.wikiversity.org,2026-07,32,भाषाविज्ञान/भाषा_की_परिवर्तनशीलता,169
hi.wikiversity.org,2026-07,33,फ्लो_चार्ट,155
hi.wikiversity.org,2026-07,34,कंप्यूटर_के_प्रकार,154
hi.wikiversity.org,2026-07,34,सौर_मंडल,154
hi.wikiversity.org,2026-07,36,सी_स्रोत_कोड,148
hi.wikiversity.org,2026-07,37,विकिस्रोत,142
hi.wikiversity.org,2026-07,38,लुआ/साइडबार,141
hi.wikiversity.org,2026-07,38,सदस्य_वार्ता:Guy_Macon,141
hi.wikiversity.org,2026-07,38,गणितीय_परिभाषा,141
hi.wikiversity.org,2026-07,41,आधुनिककालीन_हिंदी_भाषा_और_साहित्य_का_इतिहास/भारतेंदु_और_द्विवेदीयुगीन_काव्य-प्रवृत्तियाँ,138
hi.wikiversity.org,2026-07,42,अम्ल_और_क्षार_(रसायन_विज्ञान),133
hi.wikiversity.org,2026-07,43,प्रयोजनमूलक_हिंदी,125
hi.wikiversity.org,2026-07,44,विकिविश्वविद्यालय:परिचय,123
hi.wikiversity.org,2026-07,45,डायोड,121
hi.wikiversity.org,2026-07,46,About/Hi,120
hi.wikiversity.org,2026-07,47,विकिविश्वविद्यालय:प्रबंधक_नोटिसबोर्ड,117
hi.wikiversity.org,2026-07,47,22/2314,117
hi.wikiversity.org,2026-07,49,मॉड्यूल:Navbox,113
hi.wikiversity.org,2026-07,50,पानी,112
kn.wikipedia.org,2026-07,1,ಮುಖ್ಯ_ಪುಟ,30401
kn.wikipedia.org,2026-07,2,ವಿಶೇಷ:Search,9008
kn.wikipedia.org,2026-07,3,ಕುವೆಂಪು,8819
kn.wikipedia.org,2026-07,4,ಎಸ್._ಜಾನಕಿ,6947
kn.wikipedia.org,2026-07,5,ಕನ್ನಡ,6684
kn.wikipedia.org,2026-07,6,ಗುರು_ಪೂರ್ಣಿಮಾ,6309
kn.wikipedia.org,2026-07,7,ಸಹಾಯ:ಲಿಪ್ಯಂತರ,5678
kn.wikipedia.org,2026-07,8,ಹಡಪದ_ಅಪ್ಪಣ್ಣ,5643
kn.wikipedia.org,2026-07,9,ಭಾರತದ_ಸಂವಿಧಾನ,5328
kn.wikipedia.org,2026-07,10,ಜ್ಞಾನಪೀಠ_ಪ್ರಶಸ್ತಿ_ಪುರಸ್ಕೃತ_ಕನ್ನಡಿಗರು,5139
kn.wikipedia.org,2026-07,11,Special:RecentChanges,4715
kn.wikipedia.org,2026-07,12,ದ.ರಾ.ಬೇಂದ್ರೆ,4306
kn.wikipedia.org,2026-07,13,ಬಸವೇಶ್ವರ,3878
kn.wikipedia.org,2026-07,14,ಕನ್ನಡ_ಅಕ್ಷರಮಾಲೆ,3870
kn.wikipedia.org,2026-07,15,ಕನ್ನಡ_ಗುಣಿತಾಕ್ಷರಗಳು,3736
kn.wikipedia.org,2026-07,16,ಭಾರತದ_ಸ್ವಾತಂತ್ರ್ಯ_ದಿನಾಚರಣೆ,3579
kn.wikipedia.org,2026-07,17,ಕರ್ನಾಟಕದ_ಇತಿಹಾಸ,3290
kn.wikipedia.org,2026-07,18,ಭಾರತದ_ಚುನಾವಣಾ_ಆಯೋಗ,3257
kn.wikipedia.org,2026-07,19,ಕರ್ನಾಟಕ,3180
kn.wikipedia.org,2026-07,20,ಬಿ._ಆರ್._ಅಂಬೇಡ್ಕರ್,3174
kn.wikipedia.org,2026-07,21,ಕರ್ನಾಟಕದ_ವಿಧಾನ_ಸಭಾ_ಕ್ಷೇತ್ರಗಳು,3169
kn.wikipedia.org,2026-07,22,ಸಂಭೋಗ,3091
kn.wikipedia.org,2026-07,23,ಶಿವರಾಮ_ಕಾರಂತ,3066
kn.wikipedia.org,2026-07,24,ಜಗನ್ನಾಥ_ದೇವಾಲಯ,3046
kn.wikipedia.org,2026-07,25,ಫ.ಗು.ಹಳಕಟ್ಟಿ,2931
kn.wikipedia.org,2026-07,26,ಗೌತಮ_ಬುದ್ಧ,2830
kn.wikipedia.org,2026-07,27,ಕನ್ನಡ_ಸಾಹಿತ್ಯ,2766
kn.wikipedia.org,2026-07,28,ಜಿ.ಎಸ್.ಶಿವರುದ್ರಪ್ಪ,2673
kn.wikipedia.org,2026-07,29,ಮಹಾತ್ಮ_ಗಾಂಧಿ,2590
kn.wikipedia.org,2026-07,30,ಎ.ಪಿ.ಜೆ.ಅಬ್ದುಲ್_ಕಲಾಂ,2480
kn.wikipedia.org,2026-07,30,ಮಾಸ್ತಿ_ವೆಂಕಟೇಶ_ಅಯ್ಯಂಗಾರ್,2480
kn.wikipedia.org,2026-07,32,ಮೊದಲನೆಯ_ಕೆಂಪೇಗೌಡ,2255
kn.wikipedia.org,2026-07,33,ಚಂದ್ರಶೇಖರ_ಕಂಬಾರ,2229
kn.wikipedia.org,2026-07,34,ಡಿ.ವಿ.ಗುಂಡಪ್ಪ,2189
kn.wikipedia.org,2026-07,35,ಗೋವಿಂದ_ಪೈ,2108
kn.wikipedia.org,2026-07,36,ವಿಕಿಪೀಡಿಯ:ನಮ್ಮ_ಬಗ್ಗೆ,2077
kn.wikipedia.org,2026-07,37,ಸಲಹೆ,2004
kn.wikipedia.org,2026-07,38,ಪುರಂದರದಾಸ,1977
